День недели,Группа,Unnamed: 2,Unnamed: 3,Unnamed: 4,ИАБО-01-20,ПИ,"15.03.04
АТПиПвП",21,Unnamed: 9,ИАБО-02-20,ПИ.1,"15.03.04
АТПиПвП.1",26,Unnamed: 14,День недели.1,Группа.1,Unnamed: 17,Unnamed: 18,Unnamed: 19,ИВБО-05-20,ПИ.2,"
09.03.01 
ПИ
",31,Unnamed: 24,ИВБО-06-20,ПИ.3,"
09.03.01 
ПИ
.1",30,Unnamed: 29,День недели.2,Группа.2,Unnamed: 32,Unnamed: 33,Unnamed: 34,ИВБО-07-20,ПИ.4,"
09.03.01 
ПИ
.2",32,Unnamed: 39,ИВБО-08-20,ПИ.5,"
09.03.01 
ПИ
.3",30.1,Unnamed: 44,День недели.3,Группа.3,Unnamed: 47,Unnamed: 48,Unnamed: 49,ИВБО-13-20,ВТ,"
09.03.01 
ВМКСиС
",11,Unnamed: 54,ИВБО-01-20,ВТ.1,"
09.03.01 
ВМКСиС
.1",32.1,Unnamed: 59,День недели.4,Группа.4,Unnamed: 62,Unnamed: 63,Unnamed: 64,ИВБО-02-20,232,"
09.03.01 
ВМКСиС
.2",26.1,Unnamed: 69,ИВБО-03-20,244,"
09.03.01 
ВМКСиС
.3",28,Unnamed: 74,День недели.5,Группа.5,Unnamed: 77,Unnamed: 78,Unnamed: 79,ИВБО-04-20,ВТ.2,"
09.03.01 
ВМКСиС
.4",29,Unnamed: 84,ИКБО-04-20,ВТ.3,"09.03.04
СППР",31.1,Unnamed: 89,День недели.6,Группа.6,Unnamed: 92,Unnamed: 93,Unnamed: 94,ИКБО-05-20,250,"09.03.04
СППР.1",25,Unnamed: 99,ИКБО-14-20,ВТ.4,"09.03.04
СППР.2",32.2,Unnamed: 104,День недели.7,Группа.7,Unnamed: 107,Unnamed: 108,Unnamed: 109,ИКБО-15-20,ВТ.5,"09.03.04
СППР.3",32.3,Unnamed: 114,ИКБО-22-20,ВТ.6,"09.03.04
СППР.4",33,Unnamed: 119,День недели.8,Группа.8,Unnamed: 122,Unnamed: 123,Unnamed: 124,ИКБО-06-20,МОСИТ,"09.03.04
СиПИ",31.2,Unnamed: 129,ИКБО-07-20,МОСИТ.1,"09.03.04
СиПИ.1",30.2,Unnamed: 134,День недели.9,Группа.9,Unnamed: 137,Unnamed: 138,Unnamed: 139,ИКБО-11-20,МОСИТ.2,"09.03.04
СиПИ.2",29.1,Unnamed: 144,ИКБО-12-20,МОСИТ.3,"09.03.04
СиПИ.3",30.3,Unnamed: 149,День недели.10,Группа.10,Unnamed: 152,Unnamed: 153,Unnamed: 154,ИКБО-25-20,МОСИТ.4,"09.03.04
СиПИ.4",31.3,Unnamed: 159,ИКБО-26-20,МОСИТ.5,"09.03.04
СиПИ.5",30.4,Unnamed: 164,День недели.11,Группа.11,Unnamed: 167,Unnamed: 168,Unnamed: 169,ИКБО-27-20,МОСИТ.6,"09.03.04
СиПИ.6",30.5,Unnamed: 174,ИКБО-08-20,КИС,"09.03.04
ИСУРП",31.4,Unnamed: 179,День недели.12,Группа.12,Unnamed: 182,Unnamed: 183,Unnamed: 184,ИКБО-09-20,КИС.1,"09.03.04
ИСУРП.1",30.6,Unnamed: 189,ИКБО-17-20,КИС.2,"09.03.04
ИСУРП.2",30.7,Unnamed: 194,День недели.13,Группа.13,Unnamed: 197,Unnamed: 198,Unnamed: 199,ИКБО-18-20,КИС.3,"09.03.04
ИСУРП.3",31.5,Unnamed: 204,ИКБО-19-20,КИС.4,"09.03.04
ИСУРП.4",29.2,Unnamed: 209,День недели.14,Группа.14,Unnamed: 212,Unnamed: 213,Unnamed: 214,ИКБО-21-20,КИС.5,"09.03.04
ИСУРП.5",25.1,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,День недели.15,Группа.15,Unnamed: 227,Unnamed: 228,Unnamed: 229,ИКБО-02-20,231,"09.03.04
РППиПИС",30.8,Unnamed: 234,ИКБО-01-20,ИППО,"09.03.04
РППиПИС.1",31.6,Unnamed: 239,День недели.16,Группа.16,Unnamed: 242,Unnamed: 243,Unnamed: 244,ИКБО-10-20,ИППО.1,"09.03.04
РППиПИС.2",31.7,Unnamed: 249,ИКБО-16-20,ИППО.2,"09.03.04
РППиПИС.3",31.8,Unnamed: 254,День недели.17,Группа.17,Unnamed: 257,Unnamed: 258,Unnamed: 259,ИКБО-24-20,ИППО.3,"09.03.04
РППиПИС.4",32.4,Unnamed: 264,ИКБО-30-20,ИППО.4,"09.03.04
РППиПИС.5",33.1,Unnamed: 269,День недели.18,Группа.18,Unnamed: 272,Unnamed: 273,Unnamed: 274,ИКБО-03-20,ИППО.5,"09.03.04
РППиПИС.6",30.9,Unnamed: 279,ИКБО-13-20,ИППО.6,"09.03.04
РППиПИС.7",31.9,Unnamed: 284,День недели.19,Группа.19,Unnamed: 287,Unnamed: 288,Unnamed: 289,ИКБО-20-20,ИППО.7,"09.03.04
РППиПИС.8",31.10,Unnamed: 294,ИМБО-01-20,ПМ,"01.03.04
АД",22,Unnamed: 299,День недели.20,Группа.20,Unnamed: 302,Unnamed: 303,Unnamed: 304,ИМБО-02-20,ПМ.1,"01.03.04
АД.1",17,Unnamed: 309,ИНБО-05-20,ПМ.2,"09.03.03
УД",29.3,Unnamed: 314,День недели.21,Группа.21,Unnamed: 317,Unnamed: 318,Unnamed: 319,ИНБО-06-20,ПМ.3,"09.03.03
УД.1",29.4,Unnamed: 324,ИНБО-08-20,ПМ.4,"09.03.03
УД.2",30.10,Unnamed: 329,День недели.22,Группа.22,Unnamed: 332,Unnamed: 333,Unnamed: 334,ИНБО-10-20,ПМ.5,"09.03.03
УД.3",29.5,Unnamed: 339,ИНБО-01-20,ППИ,"09.03.03
ИО",31.11,Unnamed: 344,День недели.23,Группа.23,Unnamed: 347,Unnamed: 348,Unnamed: 349,ИНБО-02-20,239,"09.03.03
ИО.1",29.6,Unnamed: 354,ИНБО-03-20,256 ???,"09.03.03
ИО.2",30.11,Unnamed: 359,День недели.24,Группа.24,Unnamed: 362,Unnamed: 363,Unnamed: 364,ИНБО-04-20,ППИ.1,"09.03.03
ИО.3",31.12,Unnamed: 369,ИНБО-09-20,ППИ.2,"09.03.03
УД.4",31.13,Unnamed: 374,День недели.25,Группа.25,Unnamed: 377,Unnamed: 378,Unnamed: 379,ИНБО-13-20,ППИ.3,"09.03.03
ИО.4",30.12,Unnamed: 384,ИНБО-07-20,ППИ.4,"09.03.03
ИО.5",29.7,Unnamed: 389,День недели.26,Группа.26,Unnamed: 392,Unnamed: 393,Unnamed: 394,ИНБО-11-20,ППИ.5,"09.03.03
ИО.6",30.13,Unnamed: 399,ИНБО-15-20,ППИ.6,"09.03.03
ИО.7",29.8,Unnamed: 404,День недели.27
,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,
ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,"кр. 1 н. Промышленные информационно-измерительные системы
",ЛБ,Королев Ф.А.,лаб. Г-307-1 (В-78),,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,"кр. 1 н. Схемотехника устройств компьютерных систем
",Л,Тарасов И.Е.,ауд. A-1 (В-78),,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,"кр. 1 н. Схемотехника устройств компьютерных систем
",Л,Тарасов И.Е.,ауд. A-1 (В-78),,"кр. 1 н. Схемотехника устройств компьютерных систем
",Л,Тарасов И.Е.,ауд. A-1 (В-78),,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,"кр. 1 н. Схемотехника устройств компьютерных систем
",Л,Тарасов И.Е.,ауд. A-1 (В-78),,"Военная
подготовка",,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,"Военная
подготовка",,,,,"Военная
подготовка",,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,"Военная
подготовка",,,,,"Военная
подготовка",,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,"Военная
подготовка",,,,,"Военная
подготовка",,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,"Военная
подготовка",,,,,"Военная
подготовка",,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,"Военная
подготовка",,,,,"Военная
подготовка",,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,"Военная
подготовка",,,,,"Военная
подготовка",,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,"Военная
подготовка",,,,,"Военная
подготовка",,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,"Военная
подготовка",,,,,"Военная
подготовка",,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,"Военная
подготовка",,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,"Военная
подготовка",,,,,"Военная
подготовка",,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,"Военная
подготовка",,,,,"Военная
подготовка",,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,"Военная
подготовка",,,,,"Военная
подготовка",,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,"Военная
подготовка",,,,,"Военная
подготовка",,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,"Военная
подготовка",,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,"кр. 1 н. Технологии и инструментарий машинного обучения
",П,Юрченков И.А.,комп. Г-426 (В-78),,"3-9 н. Разработка баз данных
",П,Корнеев М.С.,комп. А-422 (В-78),,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,"кр. 1 н. Основы сетевых технологий
",П,Карпов Д.С.,комп. ивц-101 (В-78),,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,"кр. 1 н. Технологические основы интернета вещей
",П,Фандеев И.И.,комп. Г-301б (В-78),,"11-17 н. Моделирование сред и разработка приложений виртуальной и дополненной реальности

3-9 н. Разработка баз данных
","П

П","Шошников И.К.

Чучаева С.М.","комп. И-201 (В-78)

комп. И-212-в (В-78)","

",ПОНЕДЕЛЬНИК
ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,"Промышленные информационно-измерительные системы
",ЛБ,Сухатерин А.Б.,лаб. Г-307-1 (В-78),,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,"Схемотехника устройств компьютерных систем
",Л,Тарасов И.Е.,ауд. A-1 (В-78),,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,"Схемотехника устройств компьютерных систем
",Л,Тарасов И.Е.,ауд. A-1 (В-78),,"Схемотехника устройств компьютерных систем
",Л,Тарасов И.Е.,ауд. A-1 (В-78),,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,"Схемотехника устройств компьютерных систем
",Л,Тарасов И.Е.,ауд. A-1 (В-78),,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,"Технологии и инструментарий машинного обучения
",П,Юрченков И.А.,комп. Г-426 (В-78),,"2-8 н. Разработка баз данных
",П,Корнеев М.С.,комп. А-422 (В-78),,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,"Автоматизированные системы организационного управления
",Л,Никулина Н.О.,ауд. База (База),,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,"Основы сетевых технологий
",П,Карпов Д.С.,комп. ивц-117 (В-78),,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,"Технологические основы интернета вещей
",П,Фандеев И.И.,комп. Г-301б (В-78),,"10-16 н. Моделирование сред и разработка приложений виртуальной и дополненной реальности

2-8 н. Разработка баз данных
","П

П","Шошников И.К.

Чучаева С.М.","комп. И-201 (В-78)

комп. И-212-в (В-78)","

",ПОНЕДЕЛЬНИК
ПОНЕДЕЛЬНИК,2,10-40,12-10,I,"кр. 1 н. Промышленный интернет
",Л,Рылов С.А.,ауд. Д-210 (В-78),,"кр. 1 н. Промышленный интернет
",Л,Рылов С.А.,ауд. Д-210 (В-78),,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,"кр. 1 н. Вычислительные системы реального времени
",ЛБ,Зорин Л.Б.,лаб. Г-307-1 (В-78),,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,"кр. 1 н. Киберфизические системы в производстве
",ЛБ,Макаров М.А.,лаб. Г-307 (В-78),,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,"кр. 1 н. Моделирование бизнес-процессов
",П,Ивахник Д.Е.,комп. И-203-а (В-78),,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,"кр. 1 н. Разработка баз данных
",П,Володина А.М.,комп. А-421 (В-78),,"кр. 1 н. Технологические основы интернета вещей
",П,Воронцов Ю.А.,комп. Г-301в (В-78),,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,"кр. 1 н. Архитектура процессоров и микропроцессоров
",П,Скрябин Ю.М.,ауд. Г-112 (В-78),,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,"кр. 1 н. Технологические основы интернета вещей
",П,Михайлова Е.К.,комп. Г-301б (В-78),,"кр. 1 н. Моделирование бизнес-процессов
",П,Ахмедова Х.Г.,комп. И-212-в (В-78),,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,"кр. 1 н. Моделирование бизнес-процессов
",П,Свищёва И.В.,комп. И-204-а (В-78),,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,"кр. 1 н. Прикладные задачи математической статистики
",П,Юрченков И.А.,ауд. А-323 (В-78),,"кр. 1 н. Разработка баз данных
",П,Корнеев М.С.,комп. А-422 (В-78),,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,"кр. 1 н. Автоматизированные системы организационного управления
",П,Никулина Н.О.,ауд. База (База),,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,"кр. 1 н. Моделирование бизнес-процессов
",П,Леонов Д.А.,комп. И-205-а (В-78),,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,"кр. 1 н. Корпоративная архитектура
",П,Лагунова А.Д.,комп. Г-310 (В-78),,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК
ПОНЕДЕЛЬНИК,2,10-40,12-10,II,"Промышленный интернет
",Л,Рылов С.А.,ауд. Д-210 (В-78),,"Промышленный интернет
",Л,Рылов С.А.,ауд. Д-210 (В-78),,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,"Вычислительные системы реального времени
",ЛБ,Зорин Л.Б.,лаб. Г-307-1 (В-78),,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,"Моделирование бизнес-процессов
",П,Ивахник Д.Е.,комп. И-203-а (В-78),,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,"Разработка баз данных
",П,Володина А.М.,комп. А-421 (В-78),,"Технологические основы интернета вещей
",П,Воронцов Ю.А.,комп. Г-301в (В-78),,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,"Архитектура процессоров и микропроцессоров
",П,Скрябин Ю.М.,ауд. Г-112 (В-78),,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,"Технологические основы интернета вещей
",П,Михайлова Е.К.,комп. Г-301б (В-78),,"Моделирование бизнес-процессов
",П,Ахмедова Х.Г.,комп. И-212-в (В-78),,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,"Основы сетевых технологий
",П,Карпов Д.С.,комп. ивц-117 (В-78),,"Моделирование бизнес-процессов
",П,Свищёва И.В.,комп. И-204-а (В-78),,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,"Прикладные задачи математической статистики
",П,Юрченков И.А.,ауд. А-323 (В-78),,"Разработка баз данных
",П,Корнеев М.С.,комп. А-422 (В-78),,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,"Автоматизированные системы организационного управления
",П,Никулина Н.О.,ауд. База (База),,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,"Моделирование бизнес-процессов
",П,Леонов Д.А.,комп. И-205-а (В-78),,"Управление информационно-технологическими сервисами и контентом
",П,Павлович Т.В.,комп. Г-304 (В-78),,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,"Информационные системы  управления корпоративным контентом и взаимоотношениями с клиентами
",Л,Лагунова А.Д.,ауд. А-175 (В-78),,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,"Информационные системы  управления корпоративным контентом и взаимоотношениями с клиентами
",Л,Лагунова А.Д.,ауд. А-175 (В-78),,"Информационные системы  управления корпоративным контентом и взаимоотношениями с клиентами
",Л,Лагунова А.Д.,ауд. А-175 (В-78),,ПОНЕДЕЛЬНИК
