месяц,число,ИВБО-13-21,время,№                      ауд,Ссылка,ИВБО-01-21,время,№                      ауд,Ссылка,ИВБО-02-21,время,№                      ауд,Ссылка,ИВБО-03-21,время,№                      ауд,Ссылка,месяц,число,ИВБО-04-21,время,№                      ауд,Ссылка,ИВБО-05-21,время,№                      ауд,Ссылка,ИВБО-07-21,время,№                      ауд,Ссылка,ИВБО-06-21,время,№                      ауд,Ссылка,месяц,число,ИВБО-08-21,время,№                      ауд,Ссылка,ИКБО-04-21,время,№                      ауд,Ссылка,ИКБО-05-21,время,№                      ауд,Ссылка,ИКБО-14-21,время,№                      ауд,Ссылка,месяц,число,ИКБО-15-21,время,№                      ауд,Ссылка,ИКБО-22-21,время,№                      ауд,Ссылка,ИКБО-06-21,время,№                      ауд,Ссылка,ИКБО-07-21,время,№                      ауд,Ссылка,месяц,число,ИКБО-11-21,время,№                      ауд,Ссылка,ИКБО-12-21,время,№                      ауд,Ссылка,ИКБО-25-21,время,№                      ауд,Ссылка,ИКБО-26-21,время,№                      ауд,Ссылка,месяц,число,ИКБО-27-21,время,№                      ауд,Ссылка,ИКБО-28-21,время,№                      ауд,Ссылка,ИКБО-32-21,время,№                      ауд,Ссылка,ИКБО-08-21,время,№                      ауд,Ссылка,месяц,число,ИКБО-09-21,время,№                      ауд,Ссылка,ИКБО-17-21,время,№                      ауд,Ссылка,ИКБО-18-21,время,№                      ауд,Ссылка,ИКБО-19-21,время,№                      ауд,Ссылка,месяц,число,ИКБО-21-21,время,№                      ауд,Ссылка,ИКБО-23-21,время,№                      ауд,Ссылка,ИКБО-29-21,время,№                      ауд,Ссылка,ИКБО-30-21,время,№                      ауд,Ссылка,месяц,число,ИКБО-31-21,время,№                      ауд,Ссылка,ИКБО-01-21,время,№                      ауд,Ссылка,ИКБО-02-21,время,№                      ауд,Ссылка,ИКБО-10-21,время,№                      ауд,Ссылка,месяц,число,ИКБО-16-21,время,№                      ауд,Ссылка,ИКБО-20-21,время,№                      ауд,Ссылка,ИКБО-24-21,время,№                      ауд,Ссылка,ИКБО-03-21,время,№                      ауд,Ссылка,месяц,число,ИКБО-13-21,время,№                      ауд,Ссылка,ИКБО-33-21,время,№                      ауд,Ссылка,ИМБО-01-21,время,№                      ауд,Ссылка,ИМБО-02-21,время,№                      ауд,Ссылка,месяц,число,ИНБО-05-21,время,№                      ауд,Ссылка,ИНБО-06-21,время,№                      ауд,Ссылка,ИНБО-10-21,время,№                      ауд,Ссылка,ИНБО-13-21,время,№                      ауд,Ссылка,месяц,число,ИНБО-01-21,время,№                      ауд,Ссылка,ИНБО-02-21,время,№                      ауд,Ссылка,ИНБО-03-21,время,№                      ауд,Ссылка,ИНБО-04-21,время,№                      ауд,Ссылка,месяц,число,ИНБО-09-21,время,№                      ауд,Ссылка,ИНБО-11-21,время,№                      ауд,Ссылка,ИНБО-07-21,время,№                      ауд,Ссылка,ИНБО-08-21,время,№                      ауд,Ссылка,месяц,число,ИНБО-12-21,время,№                      ауд,Ссылка,,время,№                      ауд,Ссылка,,время,№                      ауд,Ссылка,,время,№                      ауд,Ссылка
,,,,,,Философия,,,,Философия,,,,,,,,,,,,,,,,,,,,,,Философия,,,,,,,,,,Философия,,,,,,,,,,,,,,Философия,,,,Философия,,,,,,,,,,,,,,,,,,,,,,,,,,Математический анализ,,,,,,Математический анализ,,,,Математический анализ,,,,Математический анализ,,,,Философия,,,,,,Философия,,,,Философия,,,,Философия,,,,Философия,,,,,,Философия,,,,Философия,,,,Философия,,,,Философия,,,,,,Философия,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Математический анализ,,,,Математический анализ,,,,,,Математический анализ,,,,Математический анализ,,,,Математический анализ,,,,Математический анализ,,,,,,Математический анализ,,,,Математический анализ,,,,Математический анализ,,,,Математический анализ,,,,,,Математический анализ,,,,Математический анализ,,,,,,,,Информационно-технологическая инфраструктура,,,,,,,,,,,,,,,,,,,,,
,,,,,,Арапова Э.А.,,,,Арапова Э.А.,,,,,,,,,,,,,,,,,,,,,,Арапова Э.А.,,,,,,,,,,Арапов О.Г.,,,,,,,,,,,,,,Арапов О.Г.,,,,Арапов О.Г.,,,,,,,,,,,,,,,,,,,,,,,,,,Кузнецова О.Ю.,,,,,,Кузнецова О.Ю.,,,,Кузнецова О.Ю.,,,,Кузнецова О.Ю.,,,,Арапова Э.А.,,,,,,Арапова Э.А.,,,,Арапова Э.А.,,,,Арапова Э.А.,,,,Арапова Э.А.,,,,,,Арапова Э.А.,,,,Арапова Э.А.,,,,Арапова Э.А.,,,,Арапова Э.А.,,,,,,Арапова Э.А.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Чекалкин Н.С.,,,,Чекалкин Н.С.,,,,,,Чекалкин Н.С.,,,,Чекалкин Н.С.,,,,Чекалкин Н.С.,,,,Чекалкин Н.С.,,,,,,Кузнецова О.Ю.,,,,Кузнецова О.Ю.,,,,Кузнецова О.Ю.,,,,Кузнецова О.Ю.,,,,,,Кузнецова О.Ю.,,,,Кузнецова О.Ю.,,,,,,,,Исаев Р.А.,,,,,,,,,,,,,,,,,,,,,
,"13
пт",,,,,Консультация,10-30,А-16,,Консультация,10-30,А-16,,Консультация,10-30,А-16,,,"13
пт",Консультация,10-30,А-16,,Консультация,10-30,А-16,,Консультация,9-00,А-16,,Консультация,9-00,А-16,,,"13
пт",Консультация,9-00,А-16,,Консультация,12-00,А-16,,Консультация,12-00,А-16,,Консультация,12-00,А-16,,,"13
пт",Консультация,12-00,А-16,,Консультация,12-00,А-16,,,,,,,,,,,"13
пт",,,,,,,,,,,,,Экзамен,14-20,А-9,,,"13
пт",Экзамен,14-20,А-9,,Экзамен,14-20,А-10,,Экзамен,14-20,А-10,,,,,,,"13
пт",Экзамен,16-00,А-343 (МП-1),,,,,,,,,,,,,,,"13
пт",,,,,,,,,,,,,,,,,,"13
пт",,,,,Консультация,9-00,А-13,,Консультация,9-00,А-13,,Консультация,9-00,А-13,,,"13
пт",Консультация,9-00,А-13,,Консультация,9-00,А-13,,Консультация,13-00,А-5,,Консультация,13-00,А-5,,,"13
пт",Консультация,13-00,А-5,,Консультация,13-00,А-5,,Экзамен,9-00,А-9,,Экзамен,9-00,А-9,,,"13
пт",Экзамен,10-40,А-9,,Экзамен,10-40,А-9,,Экзамен,12-40,А-9,,Экзамен,12-40,А-9,,,"13
пт",Экзамен,9-00,А-10,,Экзамен,9-00,А-10,,Экзамен,10-40,А-10,,Экзамен,10-40,А-10,,,"13
пт",Экзамен,12-40,А-10,,Экзамен,12-40,А-10,,Консультация,9-00,А-16,,Консультация,9-00,А-16,,,"13
пт",Консультация,9-00,А-16,,,,,,,,,,,,,
,,,,,,Математический анализ,,,,Математический анализ,,,,Математический анализ,,,,,,Математический анализ,,,,Математический анализ,,,,Математический анализ,,,,Математический анализ,,,,,,Математический анализ,,,,Математический анализ,,,,Математический анализ,,,,Математический анализ,,,,,,Математический анализ,,,,Математический анализ,,,,,,,,,,,,,,,,,,,,,,,,,,Математический анализ,,,,,,Математический анализ,,,,Математический анализ,,,,Математический анализ,,,,,,,,,,Философия,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Структуры и алгоритмы обработки данных,,,,Структуры и алгоритмы обработки данных,,,,Структуры и алгоритмы обработки данных,,,,,,Структуры и алгоритмы обработки данных,,,,Структуры и алгоритмы обработки данных,,,,Математический анализ,,,,Математический анализ,,,,,,Математический анализ,,,,Математический анализ,,,,Математический анализ,,,,Математический анализ,,,,,,Математический анализ,,,,Математический анализ,,,,Математический анализ,,,,Математический анализ,,,,,,Математический анализ,,,,Математический анализ,,,,Математический анализ,,,,Математический анализ,,,,,,Математический анализ,,,,Математический анализ,,,,Математический анализ,,,,Математический анализ,,,,,,Математический анализ,,,,,,,,,,,,,,,
,,,,,,Кадымов В.А.,,,,Кадымов В.А.,,,,Кадымов В.А.,,,,,,Кадымов В.А.,,,,Кадымов В.А.,,,,Козлова О.Ю.,,,,Козлова О.Ю.,,,,,,Козлова О.Ю.,,,,Кадымов В.А.,,,,Кадымов В.А.,,,,Кадымов В.А.,,,,,,Кадымов В.А.,,,,Кадымов В.А.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Солодухин Д.В.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Туманова М.Б.,,,,Туманова М.Б.,,,,Туманова М.Б.,,,,,,Туманова М.Б.,,,,Туманова М.Б.,,,,Белова И.М.,,,,Белова И.М.,,,,,,Белова И.М.,,,,Белова И.М.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Козлова О.Ю.,,,,Козлова О.Ю.,,,,,,Козлова О.Ю.,,,,,,,,,,,,,,,
,"14
сб",,,,,Экзамен,9-00,А-9,,Экзамен,9-00,А-9,,Экзамен,10-40,А-9,,,"14
сб",Экзамен,10-40,А-9,,Экзамен,12-40,А-9,,Экзамен,9-00,А-10,,Экзамен,9-00,А-10,,,"14
сб",Экзамен,10-40,А-10,,Экзамен,12-40,А-9,,Экзамен,14-20,А-9,,Экзамен,14-20,А-9,,,"14
сб",Экзамен,16-20,А-9,,Экзамен,16-20,А-9,,,,,,,,,,,"14
сб",,,,,,,,,,,,,,,,,,"14
сб",,,,,,,,,,,,,Экзамен,10-30,А-61 (МП-1),,,"14
сб",,,,,Экзамен,9-00,А-401 (МП-1),,Экзамен,12-00,А-401 (МП-1),,Экзамен,16-00,А-343 (МП-1),,,"14
сб",Экзамен,13-30,А-61 (МП-1),,Экзамен,9-00,А-225 (МП-1),,Экзамен,13-00,А-225 (МП-1),,Экзамен,12-00,А-342 (МП-1),,,"14
сб",,,,,Экзамен,9-00,ивц-106,,Экзамен,10-40,ивц-106,,Экзамен,12-40,ивц-106,,,"14
сб",Экзамен,14-20,ивц-106,,Экзамен,16-20,ивц-106,,Экзамен,14-20,А-10,,Экзамен,14-20,А-10,,,"14
сб",Экзамен,16-20,А-10,,Экзамен,16-20,А-10,,Консультация,11-00,А-63 (МП-1),,Консультация,11-00,А-63 (МП-1),,,"14
сб",Консультация,11-00,А-63 (МП-1),,Консультация,11-00,А-63 (МП-1),,Консультация,11-00,А-63 (МП-1),,,,,,,"14
сб",,,,,,,,,,,,,,,,,,"14
сб",Курсовая работа,9-00,И-203-а,,Курсовая работа,12-00,И-203-а,,Экзамен,10-40,А-10,,Экзамен,12-40,А-10,,,"14
сб",Экзамен,12-40,А-10,,,,,,,,,,,,,
,,,,,,Математический анализ,,,,Математический анализ,,,,Математический анализ,,,,,,Математический анализ,,,,Математический анализ,,,,Математический анализ,,,,Математический анализ,,,,,,Математический анализ,,,,Математический анализ,,,,Математический анализ,,,,Математический анализ,,,,,,Математический анализ,,,,Математический анализ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Философия,,,,,,,,,,Философия,,,,Философия,,,,Философия,,,,,,Философия,,,,Философия,,,,Философия,,,,Философия,,,,,,,,,,Структуры и алгоритмы обработки данных,,,,Структуры и алгоритмы обработки данных,,,,Структуры и алгоритмы обработки данных,,,,,,Структуры и алгоритмы обработки данных,,,,Структуры и алгоритмы обработки данных,,,,Математический анализ,,,,Математический анализ,,,,,,Математический анализ,,,,Математический анализ,,,,Философия,,,,Философия,,,,,,Философия,,,,Философия,,,,Философия,,,,,,,,,,,,,,,,,,,,,,,,,,,,Информационно-технологическая инфраструктура,,,,Информационно-технологическая инфраструктура,,,,Математический анализ,,,,Математический анализ,,,,,,Математический анализ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Арапов О.Г.,,,,,,,,,,Осипова А.М.,,,,Осипова А.М.,,,,Солодухин Д.В.,,,,,,Арапов О.Г.,,,,Цибизова Л.А.,,,,Калинин Д.В.,,,,Арапова Э.А.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Тогузова Л.И.,,,,Тогузова Л.И.,,,,,,Тогузова Л.И.,,,,Тогузова Л.И.,,,,Тогузова Л.И.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Исаев Р.А.,,,,Исаев Р.А.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,
,"16
пн",,,,,Консультация,9-00,А-16,,Консультация,9-00,А-16,,Консультация,9-00,А-16,,,"16
пн",Консультация,9-00,А-16,,Консультация,9-00,А-16,,Консультация,10-30,А-16,,Консультация,10-30,А-16,,,"16
пн",Консультация,10-30,А-16,,Консультация,10-30,А-16,,Консультация,10-30,А-16,,Консультация,10-30,А-16,,,"16
пн",,,,,,,,,Консультация,10-30,А-15,,Консультация,10-30,А-15,,,"16
пн",Консультация,10-30,А-15,,Консультация,10-30,А-15,,Консультация,10-30,А-15,,,,,,,"16
пн",,,,,,,,,,,,,,,,,,"16
пн",,,,,,,,,,,,,,,,,,"16
пн",,,,,,,,,,,,,,,,,,"16
пн",Экзамен,15-00,А-343 (МП-1),,Консультация,12-00,А-16,,Консультация,12-00,А-16,,Консультация,12-00,А-16,,,"16
пн",Консультация,12-00,А-16,,Консультация,12-00,А-16,,Консультация,13-30,А-16,,Консультация,13-30,А-16,,,"16
пн",Консультация,13-30,А-16,,Консультация,13-30,А-16,,,,,,,,,,,"16
пн",,,,,Экзамен,10-00,А-225 (МП-1),,Экзамен,15-00,А-342 (МП-1),,,,,,,"16
пн",Консультация,10-30,А-63 (МП-1),,Консультация,10-30,А-63 (МП-1),,Консультация,10-30,А-63 (МП-1),,Консультация,10-30,А-63 (МП-1),,,"16
пн",Консультация,10-30,А-63 (МП-1),,Консультация,10-30,А-63 (МП-1),,Консультация,10-30,А-63 (МП-1),,Консультация,10-30,А-63 (МП-1),,,"16
пн",Консультация,10-30,А-63 (МП-1),,,,,,,,,,,,,
,,,,,,Программирование на языке Джава,,,,Программирование на языке Джава,,,,Программирование на языке Джава,,,,,,Программирование на языке Джава,,,,Программирование на языке Джава,,,,Программирование на языке Джава,,,,Программирование на языке Джава,,,,,,Программирование на языке Джава,,,,Программирование на языке Джава,,,,Программирование на языке Джава,,,,Программирование на языке Джава,,,,,,,,,,,,,,Архитектура операционных систем мобильных устройств,,,,Архитектура операционных систем мобильных устройств,,,,,,Архитектура операционных систем мобильных устройств,,,,Архитектура операционных систем мобильных устройств,,,,Архитектура операционных систем мобильных устройств,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Философия,,,,Программирование на языке Джава,,,,Программирование на языке Джава,,,,Программирование на языке Джава,,,,,,Программирование на языке Джава,,,,Программирование на языке Джава,,,,Программирование на языке Джава,,,,Программирование на языке Джава,,,,,,Программирование на языке Джава,,,,Программирование на языке Джава,,,,,,,,,,,,,,,,,,Философия,,,,Философия,,,,,,,,,,Философия,,,,Философия,,,,Философия,,,,Философия,,,,,,Философия,,,,Философия,,,,Философия,,,,Философия,,,,,,Философия,,,,,,,,,,,,,,,
,,,,,,Зорина Н.В.,,,,Зорина Н.В.,,,,Зорина Н.В.,,,,,,Зорина Н.В.,,,,Зорина Н.В.,,,,Зорина Н.В.,,,,Зорина Н.В.,,,,,,Зорина Н.В.,,,,Зорина Н.В.,,,,Зорина Н.В.,,,,Зорина Н.В.,,,,,,,,,,,,,,Синицын И.В.,,,,Синицын И.В.,,,,,,Синицын И.В.,,,,Синицын И.В.,,,,Синицын И.В.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Солодухин Д.В.,,,,Зорина Н.В.,,,,Зорина Н.В.,,,,Зорина Н.В.,,,,,,Зорина Н.В.,,,,Зорина Н.В.,,,,Зорина Н.В.,,,,Зорина Н.В.,,,,,,Зорина Н.В.,,,,Зорина Н.В.,,,,,,,,,,,,,,,,,,Зубков Н.А.,,,,Арапов О.Г.,,,,,,,,,,Солодухин Д.В.,,,,Солодухин Д.В.,,,,Солодухин Д.В.,,,,Солодухин Д.В.,,,,,,Солодухин Д.В.,,,,Солодухин Д.В.,,,,Солодухин Д.В.,,,,Солодухин Д.В.,,,,,,Солодухин Д.В.,,,,,,,,,,,,,,,
,"17
вт",,,,,Экзамен,9-00,ивц-101,,Экзамен,10-40,ивц-101,,Экзамен,12-40,ивц-101,,,"17
вт",Экзамен,14-20,ивц-101,,Экзамен,16-20,ивц-101,,Экзамен,9-00,ивц-102,,Экзамен,10-40,ивц-102,,,"17
вт",Экзамен,12-40,ивц-102,,Экзамен,14-20,ивц-102,,Экзамен,16-20,ивц-102,,,,,,,"17
вт",,,,,,,,,,,,,,,,,,"17
вт",Экзамен,9-00,Г-301-б,,Экзамен,12-00,Г-301-б,,,,,,Консультация,10-40,А-4,,,"17
вт",Консультация,10-40,А-4,,Консультация,10-40,А-4,,,,,,,,,,,"17
вт",,,,,,,,,,,,,,,,,,"17
вт",Консультация,9-00,А-18,,Консультация,9-00,А-18,,Консультация,9-00,А-18,,Консультация,9-00,А-18,,,"17
вт",Консультация,9-00,А-18,,,,,,,,,,,,,,,"17
вт",,,,,,,,,,,,,,,,,,"17
вт",,,,,,,,,Экзамен,10-30,А-343 (МП-1),,Экзамен,13-30,А-343 (МП-1),,,"17
вт",Экзамен,9-00,А-401 (МП-1),,,,,,,,,,,,,,,"17
вт",Экзамен,9-00,А-400 (МП-1),,Экзамен,12-00,А-401 (МП-1),,,,,,,,,,,"17
вт",,,,,,,,,Экзамен,13-00,А-400 (МП-1),,,,,,,"17
вт",Экзамен,15-00,А-342 (МП-1),,,,,,,,,,,,,
,,,,,,Программирование на языке Джава,,,,Программирование на языке Джава,,,,Программирование на языке Джава,,,,,,Программирование на языке Джава,,,,Программирование на языке Джава,,,,Программирование на языке Джава,,,,Программирование на языке Джава,,,,,,Программирование на языке Джава,,,,Программирование на языке Джава,,,,Программирование на языке Джава,,,,,,,,,,,,,,,,,,,,,,,,,,,,Архитектура операционных систем мобильных устройств,,,,Архитектура операционных систем мобильных устройств,,,,,,,,Архитектура операционных систем мобильных устройств,,,,,,Архитектура операционных систем мобильных устройств,,,,Архитектура операционных систем мобильных устройств,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Структуры и алгоритмы обработки данных,,,,Структуры и алгоритмы обработки данных,,,,Структуры и алгоритмы обработки данных,,,,Структуры и алгоритмы обработки данных,,,,,,Структуры и алгоритмы обработки данных,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Философия,,,,Философия,,,,,,Философия,,,,,,,,,,,,,,,,,,Философия,,,,Философия,,,,,,,,,,,,,,,,,,,,,,Философия,,,,,,,,,,Философия,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Гончаренко А.Н.,,,,,,Гончаренко А.Н.,,,,Гончаренко А.Н.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Сартаков М.В.,,,,Сартаков М.В.,,,,Сартаков М.В.,,,,Сартаков М.В.,,,,,,Сартаков М.В.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Солодухин Д.В.,,,,Солодухин Д.В.,,,,,,Гладышева Е.В.,,,,,,,,,,,,,,,,,,Тогузова Л.И.,,,,Гладышева Е.В.,,,,,,,,,,,,,,,,,,,,,,Калинин Д.В.,,,,,,,,,,Арапов О.Г.,,,,,,,,,,,,,,,
,"18
ср",,,,,,,,,,,,,,,,,,"18
ср",,,,,,,,,,,,,,,,,,"18
ср",,,,,,,,,,,,,Экзамен,16-20,ивц-102,,,"18
ср",,,,,,,,,,,,,Экзамен,12-00,Г-301-б,,,"18
ср",,,,,,,,,Экзамен,9-00,Г-301-б,,Экзамен,9-00,Г-301-в,,,"18
ср",Экзамен,12-00,Г-301-в,,,,,,,,,,,,,,,"18
ср",,,,,,,,,,,,,,,,,,"18
ср",Экзамен,9-00,ивц-106,,Экзамен,10-40,ивц-106,,Экзамен,12-40,ивц-106,,Экзамен,14-20,ивц-106,,,"18
ср",Экзамен,16-20,ивц-106,,Экзамен,9-00,ивц-101,,Экзамен,10-40,ивц-101,,Экзамен,12-40,ивц-101,,,"18
ср",Экзамен,14-20,ивц-101,,Экзамен,16-20,ивц-101,,Экзамен,9-00,ивц-102,,Экзамен,10-40,ивц-102,,,"18
ср",Экзамен,12-40,ивц-102,,Экзамен,14-20,ивц-102,,,,,,,,,,,"18
ср",,,,,,,,,,,,,,,,,,"18
ср",,,,,,,,,,,,,Экзамен,10-00,А-401 (МП-1),,,"18
ср",Экзамен,9-00,А-344 (МП-1),,,,,,,,,,Экзамен,12-00,А-344 (МП-1),,,"18
ср",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Программирование на языке Джава,,,,,,,,,,,,,,,,,,Архитектура операционных систем мобильных устройств,,,,,,,,,,,,,,Архитектура операционных систем мобильных устройств,,,,Архитектура операционных систем мобильных устройств,,,,,,Архитектура операционных систем мобильных устройств,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Структуры и алгоритмы обработки данных,,,,Структуры и алгоритмы обработки данных,,,,Структуры и алгоритмы обработки данных,,,,Структуры и алгоритмы обработки данных,,,,,,Структуры и алгоритмы обработки данных,,,,Программирование на языке Джава,,,,Программирование на языке Джава,,,,Программирование на языке Джава,,,,,,Программирование на языке Джава,,,,Программирование на языке Джава,,,,Программирование на языке Джава,,,,Программирование на языке Джава,,,,,,Программирование на языке Джава,,,,Программирование на языке Джава,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Философия,,,,,,Философия,,,,,,,,,,,,Философия,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Гончаренко А.Н.,,,,,,Гончаренко А.Н.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Гладышева Е.В.,,,,,,Солодухин Д.В.,,,,,,,,,,,,Солодухин Д.В.,,,,,,,,,,,,,,,,,,,,,
,"19
чт",,,,,,,,,,,,,,,,,,"19
чт",,,,,,,,,,,,,,,,,,"19
чт",,,,,Консультация,10-30,А-10,,Консультация,10-30,А-10,,Консультация,10-30,А-10,,,"19
чт",Консультация,10-30,А-10,,Консультация,10-30,А-10,,Экзамен,9-00,Г-301-б,,,,,,,"19
чт",Консультация,10-30,А-4,,,,,,,,,,,,,,,"19
чт",,,,,Экзамен,14-00,Г-301-б,,Консультация,12-00,А-11,,Консультация,9-00,А-9,,,"19
чт",Консультация,9-00,А-9,,Консультация,10-30,А-4,,Консультация,9-00,А-9,,Консультация,9-00,А-9,,,"19
чт",Консультация,9-00,А-9,,Консультация,9-00,А-9,,Консультация,9-00,А-9,,Консультация,12-00,А-11,,,"19
чт",Консультация,10-30,А-4,,Консультация,13-30,А-11,,Консультация,13-30,А-11,,Консультация,13-30,А-11,,,"19
чт",Консультация,13-30,А-11,,Консультация,13-30,А-11,,Консультация,12-00,А-11,,Консультация,12-00,А-11,,,"19
чт",Консультация,12-00,А-11,,Консультация,12-00,А-11,,Консультация,10-30,А-9,,Консультация,10-30,А-9,,,"19
чт",Консультация,10-30,А-9,,Консультация,10-30,А-9,,Консультация,10-30,А-9,,Консультация,10-30,А-9,,,"19
чт",Курсовая работа,9-00,И-203-а,,,,,,Экзамен,12-30,А-401 (МП-1),,Курсовая работа,12-00,И-203-а,,,"19
чт",,,,,Экзамен,15-00,А-401 (МП-1),,,,,,,,,,,"19
чт",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Теория формальных языков,,,,Теория формальных языков,,,,Теория формальных языков,,,,,,Теория формальных языков,,,,Теория формальных языков,,,,Архитектура операционных систем мобильных устройств,,,,,,,,,,Информатизация организаций атомной отрасли,,,,,,,,,,,,,,,,,,,,,,Архитектура операционных систем мобильных устройств,,,,Разработка клиентских частей интернет ресурсов,,,,Разработка модулей систем управления ресурсами предприятий,,,,,,Разработка модулей систем управления ресурсами предприятий,,,,Информатизация организаций атомной отрасли,,,,Разработка модулей систем управления ресурсами предприятий,,,,Разработка модулей систем управления ресурсами предприятий,,,,,,Разработка модулей систем управления ресурсами предприятий,,,,Разработка модулей систем управления ресурсами предприятий,,,,Разработка модулей систем управления ресурсами предприятий,,,,Разработка клиентских частей интернет ресурсов,,,,,,Информатизация организаций атомной отрасли,,,,Разработка клиентских частей интернет ресурсов,,,,Разработка клиентских частей интернет ресурсов,,,,Разработка клиентских частей интернет ресурсов,,,,,,Разработка клиентских частей интернет ресурсов,,,,Разработка клиентских частей интернет ресурсов,,,,Разработка клиентских частей интернет ресурсов,,,,Разработка клиентских частей интернет ресурсов,,,,,,Разработка клиентских частей интернет ресурсов,,,,Разработка клиентских частей интернет ресурсов,,,,Технологии организации обработки и хранения статистических данных,,,,Технологии организации обработки и хранения статистических данных,,,,,,Технологии организации обработки и хранения статистических данных,,,,Технологии организации обработки и хранения статистических данных,,,,Технологии организации обработки и хранения статистических данных,,,,Технологии организации обработки и хранения статистических данных,,,,,,Информационно-технологическая инфраструктура,,,,,,,,Философия,,,,Информационно-технологическая инфраструктура,,,,,,,,,,Философия,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Унгер А.Ю.,,,,Унгер А.Ю.,,,,Унгер А.Ю.,,,,,,Унгер А.Ю.,,,,Унгер А.Ю.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Гончаренко А.Н.,,,,Матчин В.Т.,,,,Даева С.Г.,,,,,,Даева С.Г.,,,,Миронов А.И.,,,,Даева С.Г.,,,,Даева С.Г.,,,,,,Даева С.Г.,,,,Даева С.Г.,,,,Даева С.Г.,,,,Матчин В.Т.,,,,,,Миронов А.И.,,,,Матчин В.Т.,,,,Матчин В.Т.,,,,Матчин В.Т.,,,,,,Матчин В.Т.,,,,Матчин В.Т.,,,,Матчин В.Т.,,,,Матчин В.Т.,,,,,,Матчин В.Т.,,,,Матчин В.Т.,,,,Моралева А.А.,,,,Моралева А.А.,,,,,,Моралева А.А.,,,,Моралева А.А.,,,,Моралева А.А.,,,,Моралева А.А.,,,,,,Исаев Р.А.,,,,,,,,Арапова Э.А.,,,,Исаев Р.А.,,,,,,,,,,Арапова Э.А.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
