месяц,число,ИВБО-01-22,время,№                      ауд,Ссылка,ИВБО-02-22,время,№                      ауд,Ссылка,ИВБО-03-22,время,№                      ауд,Ссылка,ИВБО-04-22,время,№                      ауд,Ссылка,месяц,число,ИВБО-05-22,время,№                      ауд,Ссылка,ИВБО-06-22,время,№                      ауд,Ссылка,ИВБО-07-22,время,№                      ауд,Ссылка,ИВБО-08-22,время,№                      ауд,Ссылка,месяц,число,ИКБО-05-22,время,№                      ауд,Ссылка,ИКБО-04-22,время,№                      ауд,Ссылка,ИКБО-14-22,время,№                      ауд,Ссылка,ИКБО-15-22,время,№                      ауд,Ссылка,месяц,число,ИКБО-22-22,время,№                      ауд,Ссылка,ИКБО-35-22,время,№                      ауд,Ссылка,ИКБО-06-22,время,№                      ауд,Ссылка,ИКБО-07-22,время,№                      ауд,Ссылка,месяц,число,ИКБО-11-22,время,№                      ауд,Ссылка,ИКБО-12-22,время,№                      ауд,Ссылка,ИКБО-26-22,время,№                      ауд,Ссылка,ИКБО-27-22,время,№                      ауд,Ссылка,месяц,число,ИКБО-28-22,время,№                      ауд,Ссылка,ИКБО-32-22,время,№                      ауд,Ссылка,ИКБО-08-22,время,№                      ауд,Ссылка,ИКБО-09-22,время,№                      ауд,Ссылка,месяц,число,ИКБО-17-22,время,№                      ауд,Ссылка,ИКБО-18-22,время,№                      ауд,Ссылка,ИКБО-19-22,время,№                      ауд,Ссылка,ИКБО-21-22,время,№                      ауд,Ссылка,месяц,число,ИКБО-23-22,время,№                      ауд,Ссылка,ИКБО-29-22,время,№                      ауд,Ссылка,ИКБО-25-22,время,№                      ауд,Ссылка,ИКБО-31-22,время,№                      ауд,Ссылка,месяц,число,ИКБО-37-22,время,№                      ауд,Ссылка,ИКБО-01-22,время,№                      ауд,Ссылка,ИКБО-02-22,время,№                      ауд,Ссылка,ИКБО-16-22,время,№                      ауд,Ссылка,месяц,число,ИКБО-20-22,время,№                      ауд,Ссылка,ИКБО-30-22,время,№                      ауд,Ссылка,ИКБО-36-22,время,№                      ауд,Ссылка,ИКБО-38-22,время,№                      ауд,Ссылка,месяц,число,ИКБО-10-22,время,№                      ауд,Ссылка,ИКБО-24-22,время,№                      ауд,Ссылка,ИКБО-34-22,время,№                      ауд,Ссылка,ИКБО-03-22,время,№                      ауд,Ссылка,месяц,число,ИКБО-13-22,время,№                      ауд,Ссылка,ИКБО-33-22,время,№                      ауд,Ссылка,ИМБО-01-22,время,№                      ауд,Ссылка,ИМБО-02-22,время,№                      ауд,Ссылка,месяц,число,ИНБО-05-22,время,№                      ауд,Ссылка,ИНБО-06-22,время,№                      ауд,Ссылка,ИНБО-10-22,время,№                      ауд,Ссылка,ИНБО-11-22,время,№                      ауд,Ссылка,месяц,число,ИНБО-01-22,время,№                      ауд,Ссылка,ИНБО-02-22,время,№                      ауд,Ссылка,ИНБО-03-22,время,№                      ауд,Ссылка,ИНБО-04-22,время,№                      ауд,Ссылка,месяц,число,ИНБО-09-22,время,№                      ауд,Ссылка,ИНБО-07-22,время,№                      ауд,Ссылка,ИНБО-08-22,время,№                      ауд,Ссылка,ИНБО-12-22,время,№                      ауд,Ссылка
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Николаева С.В.,,,,Николаева С.В.,,,,,,Николаева С.В.,,,,Николаева С.В.,,,,Николаева С.В.,,,,Батиенков Р.В.,,,,,,Батиенков Р.В.,,,,Батиенков Р.В.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Батиенков Р.В.,,,,Батиенков Р.В.,,,,,,Батиенков Р.В.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"20
пт",Экзамен,12-40,ивц-104,,Экзамен,14-20,ивц-104,,Экзамен,16-20,ивц-104,,,,,,,"20
пт",,,,,,,,,,,,,,,,,,"20
пт",Экзамен,9-00,А-17,,Экзамен,9-00,А-17,,Экзамен,10-40,А-17,,Экзамен,10-40,А-17,,,"20
пт",Экзамен,12-40,А-17,,Экзамен,12-40,А-17,,,,,,,,,,,"20
пт",,,,,,,,,,,,,,,,,,"20
пт",,,,,,,,,Консультация,10-30,А-13,,Консультация,10-30,А-13,,,"20
пт",Консультация,10-30,А-13,,Консультация,10-30,А-13,,Консультация,10-30,А-13,,Консультация,10-30,А-13,,,"20
пт",Консультация,10-30,А-13,,Консультация,10-30,А-13,,,,,,,,,,,"20
пт",,,,,Экзамен,9-00,ивц-103,,Экзамен,10-40,ивц-103,,Экзамен,12-40,ивц-103,,,"20
пт",Экзамен,14-20,ивц-103,,Экзамен,16-20,ивц-103,,Экзамен,9-00,ивц-104,,Экзамен,10-40,ивц-104,,,"20
пт",Консультация,9-00,А-13,,Консультация,9-00,А-13,,Консультация,9-00,А-13,,Консультация,9-00,А-13,,,"20
пт",Консультация,9-00,А-13,,Консультация,9-00,А-13,,Экзамен,9-00,А-328,,Экзамен,10-30,А-324,,,"20
пт",Экзамен,14-00,А-324,,Экзамен,9-00,А-325,,Экзамен,12-00,А-328,,Экзамен,14-00,А-325,,,"20
пт",Экзамен,14-20,А-17,,Экзамен,14-20,А-17,,,,,,,,,,,"20
пт",,,,,,,,,,,,,,,,
,,Процедурное программирование,,,,Процедурное программирование,,,,Процедурное программирование,,,,,,,,,,,,,,,,,,,,,,,,,,,,Информатика,,,,Информатика,,,,Информатика,,,,Информатика,,,,,,Информатика,,,,Информатика,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Процедурное программирование,,,,Процедурное программирование,,,,,,Процедурное программирование,,,,Процедурное программирование,,,,Процедурное программирование,,,,Процедурное программирование,,,,,,Процедурное программирование,,,,Процедурное программирование,,,,,,,,,,,,,,,,,,Процедурное программирование,,,,Процедурное программирование,,,,Процедурное программирование,,,,,,Процедурное программирование,,,,Процедурное программирование,,,,Процедурное программирование,,,,Процедурное программирование,,,,,,История,,,,История,,,,История,,,,История,,,,,,История,,,,История,,,,История,,,,История,,,,,,История,,,,История,,,,История,,,,История,,,,,,Информатика,,,,Информатика,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Каширская Е.Н.,,,,Каширская Е.Н.,,,,,,Каширская Е.Н.,,,,Каширская Е.Н.,,,,Каширская Е.Н.,,,,Каширская Е.Н.,,,,,,Каширская Е.Н.,,,,Каширская Е.Н.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Мельтюхов М.И.,,,,Мельтюхов М.И.,,,,Мельтюхов М.И.,,,,Мельтюхов М.И.,,,,,,Мельтюхов М.И.,,,,Мельтюхов М.И.,,,,Павлова О.Ф.,,,,Мельтюхов М.И.,,,,,,Мельтюхов М.И.,,,,Клейтман А.Л.,,,,Павлова О.Ф.,,,,Гриценко С.А.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"21
сб",Консультация,12-00,А-18,,Консультация,12-00,А-18,,Консультация,12-00,А-18,,Консультация,12-00,А-18,,,"21
сб",Консультация,12-00,А-18,,Консультация,9-00,А-11,,Консультация,9-00,А-11,,Консультация,9-00,А-11,,,"21
сб",Консультация,9-00,А-15,,Консультация,9-00,А-15,,Консультация,9-00,А-15,,Консультация,9-00,А-15,,,"21
сб",Консультация,9-00,А-15,,Консультация,9-00,А-15,,Экзамен,9-00,А-9,,Экзамен,9-00,А-9,,,"21
сб",Экзамен,10-40,А-9,,Экзамен,10-40,А-9,,Экзамен,10-40,А-9,,Экзамен,12-40,А-9,,,"21
сб",Экзамен,12-40,А-9,,Экзамен,14-20,А-9,,Экзамен,9-00,ивц-103,,Экзамен,10-40,ивц-103,,,"21
сб",Экзамен,12-40,ивц-103,,Экзамен,14-20,ивц-103,,Экзамен,9-00,ивц-104,,Экзамен,10-40,ивц-104,,,"21
сб",Экзамен,12-40,ивц-104,,Экзамен,14-20,ивц-104,,Экзамен,14-20,А-9,,Экзамен,16-20,А-9,,,"21
сб",Экзамен,16-20,А-9,,,,,,,,,,,,,,,"21
сб",,,,,,,,,,,,,,,,,,"21
сб",Экзамен,9-00,А-324,,,,,,,,,,Экзамен,9-00,А-328,,,"21
сб",,,,,,,,,Консультация,9-00,А-11,,Консультация,9-00,А-11,,,"21
сб",Консультация,10-30,А-11,,Консультация,10-30,А-11,,Консультация,10-30,А-11,,Консультация,10-30,А-11,,,"21
сб",Консультация,10-30,А-11,,Консультация,12-00,А-11,,Консультация,12-00,А-11,,,,,,,"21
сб",,,,,Консультация,12-00,А-11,,Консультация,12-00,А-11,,Консультация,12-00,А-11,
,,Физика,,,,Физика,,,,Физика,,,,Физика,,,,,,Физика,,,,Процедурное программирование,,,,Процедурное программирование,,,,Процедурное программирование,,,,,,Математический анализ,,,,Математический анализ,,,,Математический анализ,,,,Математический анализ,,,,,,Математический анализ,,,,Математический анализ,,,,Математический анализ,,,,Математический анализ,,,,,,Математический анализ,,,,Математический анализ,,,,Математический анализ,,,,Математический анализ,,,,,,Математический анализ,,,,Математический анализ,,,,Процедурное программирование,,,,Процедурное программирование,,,,,,Процедурное программирование,,,,Процедурное программирование,,,,Процедурное программирование,,,,Процедурное программирование,,,,,,Процедурное программирование,,,,Процедурное программирование,,,,Математический анализ,,,,Математический анализ,,,,,,Математический анализ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,История,,,,,,,,,,,,История,,,,,,,,,,,,,,Процедурное программирование,,,,Процедурное программирование,,,,,,Процедурное программирование,,,,Процедурное программирование,,,,Процедурное программирование,,,,Процедурное программирование,,,,,,Процедурное программирование,,,,Процедурное программирование,,,,Процедурное программирование,,,,,,,,,,,,,,Процедурное программирование,,,,Процедурное программирование,,,,Процедурное программирование,,,
,,Сафронов А.А.,,,,Сафронов А.А.,,,,Сафронов А.А.,,,,Сафронов А.А.,,,,,,Сафронов А.А.,,,,Каширская Е.Н.,,,,Каширская Е.Н.,,,,Каширская Е.Н.,,,,,,Колесникова И.А.,,,,Колесникова И.А.,,,,Колесникова И.А.,,,,Колесникова И.А.,,,,,,Колесникова И.А.,,,,Колесникова И.А.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Гриценко С.А.,,,,,,,,,,,,Павлова О.Ф.,,,,,,,,,,,,,,Каширская Е.Н.,,,,Каширская Е.Н.,,,,,,Каширская Е.Н.,,,,Каширская Е.Н.,,,,Каширская Е.Н.,,,,Каширская Е.Н.,,,,,,Каширская Е.Н.,,,,Каширская Е.Н.,,,,Каширская Е.Н.,,,,,,,,,,,,,,Каширская Е.Н.,,,,Каширская Е.Н.,,,,Каширская Е.Н.,,,
,22,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,
,"23
пн",,,,,,,,,,,,,,,,,,"23
пн",,,,,Экзамен,9-00,ивц-103,,,,,,,,,,,"23
пн",Экзамен,9-00,А-9,,Экзамен,9-00,А-9,,Экзамен,10-40,А-9,,Экзамен,10-40,А-9,,,"23
пн",Экзамен,12-40,А-9,,Экзамен,12-40,А-9,,,,,,,,,,,"23
пн",,,,,,,,,,,,,,,,,,"23
пн",,,,,,,,,Консультация,9-00,А-18,,Консультация,9-00,А-18,,,"23
пн",Консультация,9-00,А-18,,Консультация,9-00,А-18,,Консультация,9-00,А-18,,Консультация,10-30,А-18,,,"23
пн",Консультация,10-30,А-18,,Консультация,10-30,А-18,,Консультация,10-30,А-18,,Консультация,10-30,А-18,,,"23
пн",Консультация,10-30,А-18,,Консультация,12-00,А-18,,Консультация,12-00,А-18,,Консультация,12-00,А-18,,,"23
пн",Консультация,12-00,А-18,,Консультация,12-00,А-18,,Консультация,12-00,А-18,,Консультация,12-00,А-18,,,"23
пн",,,,,Экзамен,9-00,А-206,,Экзамен,12-00,А-206,,,,,,,"23
пн",Экзамен,9-00,А-328,,Экзамен,12-00,А-328,,Экзамен,10-40,ивц-103,,Экзамен,12-40,ивц-103,,,"23
пн",Экзамен,14-20,ивц-103,,Экзамен,16-20,ивц-103,,Экзамен,9-00,ивц-104,,Экзамен,10-40,ивц-104,,,"23
пн",Экзамен,12-40,ивц-104,,Экзамен,14-20,ивц-104,,Экзамен,16-20,ивц-104,,,,,,,"23
пн",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Процедурное программирование,,,,,,,,,,,,,,Математический анализ,,,,Математический анализ,,,,Математический анализ,,,,Математический анализ,,,,,,Математический анализ,,,,Математический анализ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Физика,,,,Физика,,,,,,Физика,,,,Физика,,,,Физика,,,,Физика,,,,,,Физика,,,,Физика,,,,Физика,,,,Физика,,,,,,Физика,,,,Физика,,,,Физика,,,,Физика,,,,,,Физика,,,,Физика,,,,Физика,,,,Физика,,,,,,,,,,История,,,,История,,,,,,,,,,История,,,,История,,,,Процедурное программирование,,,,Процедурное программирование,,,,,,Процедурное программирование,,,,Процедурное программирование,,,,Процедурное программирование,,,,Процедурное программирование,,,,,,Процедурное программирование,,,,Процедурное программирование,,,,Процедурное программирование,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Сафронов А.А.,,,,Сафронов А.А.,,,,,,Сафронов А.А.,,,,Сафронов А.А.,,,,Сафронов А.А.,,,,Сафронов А.А.,,,,,,Сафронов А.А.,,,,Сафронов А.А.,,,,Сафронов А.А.,,,,Сафронов А.А.,,,,,,Сафронов А.А.,,,,Сафронов А.А.,,,,Сафронов А.А.,,,,Сафронов А.А.,,,,,,Сафронов А.А.,,,,Сафронов А.А.,,,,Сафронов А.А.,,,,Сафронов А.А.,,,,,,,,,,Гриценко С.А.,,,,Гриценко С.А.,,,,,,,,,,Павлова О.Ф.,,,,Павлова О.Ф.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"24
вт",Экзамен,16-20,А-12,,Экзамен,16-20,А-12,,Экзамен,14-20,А-12,,Экзамен,14-20,А-12,,,"24
вт",Экзамен,12-40,А-12,,,,,,Экзамен,9-00,ивц-103,,Экзамен,10-40,ивц-103,,,"24
вт",Консультация,10-30,А-18,,Консультация,10-30,А-18,,Консультация,10-30,А-18,,Консультация,10-30,А-18,,,"24
вт",Консультация,10-30,А-18,,Консультация,10-30,А-18,,Консультация,9-00,А-18,,Консультация,9-00,А-18,,,"24
вт",Консультация,9-00,А-18,,Консультация,9-00,А-18,,Консультация,9-00,А-18,,Консультация,9-00,А-18,,,"24
вт",Консультация,9-00,А-18,,Консультация,9-00,А-18,,,,,,,,,,,"24
вт",,,,,,,,,,,,,,,,,,"24
вт",,,,,,,,,,,,,,,,,,"24
вт",,,,,Экзамен,12-40,А-12,,Экзамен,10-40,А-12,,Экзамен,10-40,А-12,,,"24
вт",Экзамен,9-00,А-12,,Экзамен,9-00,А-12,,,,,,,,,,,"24
вт",Консультация,12-00,А-18,,Консультация,12-00,А-18,,Консультация,12-00,А-18,,Консультация,12-00,А-18,,,"24
вт",Консультация,12-00,А-18,,Консультация,12-00,А-18,,Консультация,15-00,А-18,,Консультация,15-00,А-18,,,"24
вт",Консультация,15-00,А-18,,Консультация,15-00,А-18,,Консультация,15-00,А-18,,Консультация,15-00,А-18,,,"24
вт",Консультация,13-30,А-18,,Консультация,13-30,А-18,,Консультация,13-30,А-18,,Консультация,13-30,А-18,,,"24
вт",Консультация,13-30,А-18,,Экзамен,12-40,ивц-103,,Экзамен,14-20,ивц-103,,Экзамен,16-20,ивц-103,
,,Физика,,,,Физика,,,,Физика,,,,Физика,,,,,,Физика,,,,,,,,Процедурное программирование,,,,Процедурное программирование,,,,,,Физика,,,,Физика,,,,Физика,,,,Физика,,,,,,Физика,,,,Физика,,,,Физика,,,,Физика,,,,,,Физика,,,,Физика,,,,Физика,,,,Физика,,,,,,Физика,,,,Физика,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Физика,,,,Физика,,,,Физика,,,,,,Физика,,,,Физика,,,,,,,,,,,,,,Физика,,,,Физика,,,,Физика,,,,Физика,,,,,,Физика,,,,Физика,,,,Физика,,,,Физика,,,,,,Физика,,,,Физика,,,,Физика,,,,Физика,,,,,,Физика,,,,Физика,,,,Физика,,,,Физика,,,,,,Физика,,,,Процедурное программирование,,,,Процедурное программирование,,,,Процедурное программирование,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Сафронов А.А.,,,,Сафронов А.А.,,,,Сафронов А.А.,,,,Сафронов А.А.,,,,,,Сафронов А.А.,,,,Сафронов А.А.,,,,Сафронов А.А.,,,,Сафронов А.А.,,,,,,Сафронов А.А.,,,,Сафронов А.А.,,,,Сафронов А.А.,,,,Сафронов А.А.,,,,,,Сафронов А.А.,,,,Сафронов А.А.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Сафронов А.А.,,,,Сафронов А.А.,,,,Сафронов А.А.,,,,Сафронов А.А.,,,,,,Сафронов А.А.,,,,Сафронов А.А.,,,,Задерновский А.А.,,,,Задерновский А.А.,,,,,,Задерновский А.А.,,,,Задерновский А.А.,,,,Задерновский А.А.,,,,Задерновский А.А.,,,,,,Задерновский А.А.,,,,Задерновский А.А.,,,,Задерновский А.А.,,,,Задерновский А.А.,,,,,,Задерновский А.А.,,,,,,,,,,,,,,,
,"25
ср",,,,,,,,,,,,,,,,,,"25
ср",,,,,Консультация,9-00,А-18,,Консультация,9-00,А-18,,Консультация,9-00,А-18,,,"25
ср",,,,,,,,,,,,,,,,,,"25
ср",,,,,,,,,Экзамен,10-40,А-11,,Экзамен,12-40,А-11,,,"25
ср",Экзамен,12-40,А-11,,Экзамен,14-20,А-11,,Экзамен,14-20,А-11,,Экзамен,16-20,А-11,,,"25
ср",Экзамен,9-00,А-12,,Экзамен,9-00,А-12,,Экзамен,10-40,А-12,,Экзамен,10-40,А-12,,,"25
ср",Экзамен,12-40,А-12,,Экзамен,12-40,А-12,,Экзамен,14-20,А-12,,Экзамен,14-20,А-12,,,"25
ср",Экзамен,16-20,А-12,,Экзамен,16-20,А-12,,Экзамен,9-00,А-11,,Экзамен,10-40,А-11,,,"25
ср",,,,,,,,,,,,,,,,,,"25
ср",,,,,,,,,Экзамен,16-20,А-11,,Экзамен,9-00,А-11,,,"25
ср",,,,,,,,,,,,,,,,,,"25
ср",,,,,,,,,,,,,,,,,,"25
ср",,,,,,,,,,,,,,,,,,"25
ср",,,,,,,,,,,,,,,,,,"25
ср",,,,,Консультация,9-00,А-18,,Консультация,9-00,А-18,,Консультация,9-00,А-18,
,,,,,,,,,,,,,,,,,,,,,,,,Физика,,,,Физика,,,,Физика,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Физика,,,,Физика,,,,,,Физика,,,,Физика,,,,Физика,,,,Физика,,,,,,Физика,,,,Физика,,,,Физика,,,,Физика,,,,,,Физика,,,,Физика,,,,Физика,,,,Физика,,,,,,Физика,,,,Физика,,,,Физика,,,,Физика,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Физика,,,,Физика,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Физика,,,,Физика,,,,Физика,,,
,,,,,,,,,,,,,,,,,,,,,,,,Давыдов В.А.,,,,Давыдов В.А.,,,,Давыдов В.А.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Давыдов В.А.,,,,Давыдов В.А.,,,,Давыдов В.А.,,,
,"26
чт",Консультация,9-00,А-9,,Консультация,9-00,А-9,,Консультация,9-00,А-9,,Консультация,9-00,А-9,,,"26
чт",Консультация,9-00,А-9,,,,,,,,,,,,,,,"26
чт",Экзамен,10-40,А-11,,Экзамен,12-40,А-11,,Экзамен,12-40,А-11,,Экзамен,16-20,А-11,,,"26
чт",Экзамен,14-20,А-11,,Экзамен,14-20,А-11,,,,,,,,,,,"26
чт",,,,,,,,,,,,,,,,,,"26
чт",,,,,,,,,Консультация,12-00,А-9,,Консультация,12-00,А-9,,,"26
чт",Консультация,12-00,А-9,,Консультация,12-00,А-9,,Консультация,12-00,А-9,,Консультация,12-00,А-3,,,"26
чт",Консультация,12-00,А-3,,Консультация,12-00,А-3,,,,,,,,,,,"26
чт",Экзамен,16-20,А-11,,Консультация,10-30,А-9,,Консультация,10-30,А-9,,Консультация,10-30,А-9,,,"26
чт",Консультация,10-30,А-9,,Консультация,10-30,А-9,,Консультация,10-30,А-9,,Консультация,10-30,А-9,,,"26
чт",Экзамен,9-00,А-12,,Экзамен,9-00,А-12,,Экзамен,10-40,А-12,,Экзамен,10-40,А-12,,,"26
чт",Экзамен,12-40,А-12,,Экзамен,12-40,А-12,,Экзамен,14-20,А-12,,Экзамен,14-20,А-12,,,"26
чт",Экзамен,16-20,А-12,,Экзамен,16-20,А-12,,,,,,,,,,,"26
чт",,,,,,,,,Экзамен,10-40,А-11,,Экзамен,9-00,А-11,,,"26
чт",Экзамен,9-00,А-11,,,,,,,,,,,,,
,,Математический анализ,,,,Математический анализ,,,,Математический анализ,,,,Математический анализ,,,,,,Математический анализ,,,,,,,,,,,,,,,,,,Физика,,,,Физика,,,,Физика,,,,Физика,,,,,,Физика,,,,Физика,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Математический анализ,,,,Математический анализ,,,,,,Математический анализ,,,,Математический анализ,,,,Математический анализ,,,,Математический анализ,,,,,,Математический анализ,,,,Математический анализ,,,,,,,,,,,,,,Физика,,,,Математический анализ,,,,Математический анализ,,,,Математический анализ,,,,,,Математический анализ,,,,Математический анализ,,,,Математический анализ,,,,Математический анализ,,,,,,Физика,,,,Физика,,,,Физика,,,,Физика,,,,,,Физика,,,,Физика,,,,Физика,,,,Физика,,,,,,Физика,,,,Физика,,,,,,,,,,,,,,,,,,,,,,Физика,,,,Физика,,,,,,Физика,,,,,,,,,,,,,,,
,,Колесникова И.А.,,,,Колесникова И.А.,,,,Колесникова И.А.,,,,Колесникова И.А.,,,,,,Колесникова И.А.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Николаева С.В.,,,,Николаева С.В.,,,,,,Николаева С.В.,,,,Николаева С.В.,,,,Николаева С.В.,,,,Батиенков Р.В.,,,,,,Батиенков Р.В.,,,,Батиенков Р.В.,,,,,,,,,,,,,,,,,,Колесникова И.А.,,,,Колесникова И.А.,,,,Колесникова И.А.,,,,,,Колесникова И.А.,,,,Колесникова И.А.,,,,Колесникова И.А.,,,,Колесникова И.А.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"27
пт",Экзамен,9-00,А-9,,Экзамен,9-00,А-9,,Экзамен,10-40,А-9,,Экзамен,10-40,А-9,,,"27
пт",Экзамен,12-40,А-9,,Экзамен,14-20,А-11,,Экзамен,16-20,А-11,,Экзамен,16-20,А-11,,,"27
пт",Консультация,15-00,А-18,,Консультация,15-00,А-18,,Консультация,15-00,А-18,,Консультация,15-00,А-18,,,"27
пт",Консультация,15-00,А-18,,Консультация,15-00,А-18,,Консультация,12-00,А-18,,Консультация,12-00,А-18,,,"27
пт",Консультация,12-00,А-18,,Консультация,12-00,А-18,,Консультация,12-00,А-18,,Консультация,13-30,А-18,,,"27
пт",Консультация,13-30,А-18,,Консультация,13-30,А-18,,,,,,,,,,,"27
пт",,,,,,,,,,,,,,,,,,"27
пт",,,,,,,,,Консультация,13-30,А-18,,Консультация,13-30,А-18,,,"27
пт",Консультация,13-30,А-18,,Экзамен,12-40,А-9,,Экзамен,14-20,А-9,,Экзамен,14-20,А-9,,,"27
пт",Экзамен,16-20,А-9,,Экзамен,16-20,А-9,,,,,,,,,,,"27
пт",,,,,,,,,,,,,,,,,,"27
пт",,,,,,,,,,,,,,,,,,"27
пт",,,,,,,,,Экзамен,9-00,А-11,,Экзамен,9-00,А-11,,,"27
пт",Экзамен,12-40,А-11,,Экзамен,14-20,А-11,,,,,,,,,,,"27
пт",,,,,Экзамен,10-40,А-11,,Экзамен,10-40,А-11,,Экзамен,12-40,А-11,
,,Математический анализ,,,,Математический анализ,,,,Математический анализ,,,,Математический анализ,,,,,,Математический анализ,,,,Физика,,,,Физика,,,,Физика,,,,,,Процедурное программирование,,,,Процедурное программирование,,,,Процедурное программирование,,,,Процедурное программирование,,,,,,Процедурное программирование,,,,Процедурное программирование,,,,Процедурное программирование,,,,Процедурное программирование,,,,,,Процедурное программирование,,,,Процедурное программирование,,,,Процедурное программирование,,,,Процедурное программирование,,,,,,Процедурное программирование,,,,Процедурное программирование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Процедурное программирование,,,,Процедурное программирование,,,,,,Процедурное программирование,,,,Математический анализ,,,,Математический анализ,,,,Математический анализ,,,,,,Математический анализ,,,,Математический анализ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Физика,,,,Физика,,,,,,Физика,,,,Физика,,,,,,,,,,,,,,,,,,Физика,,,,Физика,,,,Физика,,,
