День недели,Группа,Unnamed: 2,Unnamed: 3,Unnamed: 4,ИВБО-01-22,ВТ,"09.03.01
ЦКСиС",30,Unnamed: 9,ИВБО-02-22,232,"09.03.01
ЦКСиС.1",30.1,Unnamed: 14,День недели.1,Группа.1,Unnamed: 17,Unnamed: 18,Unnamed: 19,ИВБО-03-22,244,"09.03.01
ЦКСиС.2",30.2,Unnamed: 24,ИВБО-04-22,ВТ.1,"09.03.01
ЦКСиС.3",30.3,Unnamed: 29,День недели.2,Группа.2,Unnamed: 32,Unnamed: 33,Unnamed: 34,ИВБО-05-22,ВТ.2,"09.03.01
ЦКСиС.4",30.4,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,День недели.3,Группа.3,Unnamed: 47,Unnamed: 48,Unnamed: 49,ИВБО-06-22,ППИ,"09.03.01
ИИТ",30.5,Unnamed: 54,ИВБО-07-22,ППИ.1,"09.03.01
ИИТ.1",30.6,Unnamed: 59,День недели.4,Группа.4,Unnamed: 62,Unnamed: 63,Unnamed: 64,ИВБО-08-22,ППИ.2,"09.03.01
ИИТ.2",30.7,Unnamed: 69,ИКБО-05-22,250,"09.03.04
ИСППР",30.8,Unnamed: 74,День недели.5,Группа.5,Unnamed: 77,Unnamed: 78,Unnamed: 79,ИКБО-04-22,ВТ.3,"09.03.04
ИСППР.1",30.9,Unnamed: 84,ИКБО-14-22,ВТ.4,"09.03.04
ИСППР.2",30.10,Unnamed: 89,День недели.6,Группа.6,Unnamed: 92,Unnamed: 93,Unnamed: 94,ИКБО-15-22,ВТ.5,"09.03.04
ИСППР.3",30.11,Unnamed: 99,ИКБО-22-22,ВТ.6,"09.03.04
ИСППР.4",30.12,Unnamed: 104,День недели.7,Группа.7,Unnamed: 107,Unnamed: 108,Unnamed: 109,ИКБО-35-22,ВТ.7,"09.03.04
ИСППР.5",30.13,Unnamed: 114,ИКБО-06-22,МОСИТ,"09.03.04
СиПИ",30.14,Unnamed: 119,День недели.8,Группа.8,Unnamed: 122,Unnamed: 123,Unnamed: 124,ИКБО-07-22,МОСИТ.1,"09.03.04
СиПИ.1",30.15,Unnamed: 129,ИКБО-11-22,МОСИТ.2,"09.03.04
СиПИ.2",30.16,Unnamed: 134,День недели.9,Группа.9,Unnamed: 137,Unnamed: 138,Unnamed: 139,ИКБО-12-22,МОСИТ.3,"09.03.04
СиПИ.3",30.17,Unnamed: 144,ИКБО-26-22,МОСИТ.4,"09.03.04
СиПИ.4",30.18,Unnamed: 149,День недели.10,Группа.10,Unnamed: 152,Unnamed: 153,Unnamed: 154,ИКБО-27-22,МОСИТ.5,"09.03.04
СиПИ.5",30.19,Unnamed: 159,ИКБО-28-22,МОСИТ.6,"09.03.04
СиПИ.6",30.20,Unnamed: 164,День недели.11,Группа.11,Unnamed: 167,Unnamed: 168,Unnamed: 169,ИКБО-32-22,МОСИТ.7,"09.03.04
СиПИ.7",30.21,Unnamed: 174,ИКБО-08-22,КИС,"09.03.04
ИСУРП",30.22,Unnamed: 179,День недели.12,Группа.12,Unnamed: 182,Unnamed: 183,Unnamed: 184,ИКБО-09-22,КИС.1,"09.03.04
ИСУРП.1",30.23,Unnamed: 189,ИКБО-17-22,КИС.2,"09.03.04
ИСУРП.2",30.24,Unnamed: 194,День недели.13,Группа.13,Unnamed: 197,Unnamed: 198,Unnamed: 199,ИКБО-18-22,КИС.3,"09.03.04
ИСУРП.3",30.25,Unnamed: 204,ИКБО-19-22,КИС.4,"09.03.04
ИСУРП.4",30.26,Unnamed: 209,День недели.14,Группа.14,Unnamed: 212,Unnamed: 213,Unnamed: 214,ИКБО-21-22,КИС.5,"09.03.04
ИСУРП.5",30.27,Unnamed: 219,ИКБО-23-22,КИС.6,"09.03.04
ИСУРП.6",30.28,Unnamed: 224,День недели.15,Группа.15,Unnamed: 227,Unnamed: 228,Unnamed: 229,ИКБО-29-22,КИС.7,"09.03.04
ИСУРП.7",30.29,Unnamed: 234,ИКБО-25-22,ИТАЭ,"09.03.04
ИТАО",30.30,Unnamed: 239,День недели.16,Группа.16,Unnamed: 242,Unnamed: 243,Unnamed: 244,ИКБО-31-22,ИТАЭ.1,"09.03.04
ИТАО.1",30.31,Unnamed: 249,ИКБО-37-22,ИТАЭ.2,"09.03.04
ИТАО.2",30.32,Unnamed: 254,День недели.17,Группа.17,Unnamed: 257,Unnamed: 258,Unnamed: 259,ИКБО-01-22,ИППО,"09.03.04
РППиПИС",30.33,Unnamed: 264,ИКБО-02-22,231,"09.03.04
РППиПИС.1",30.34,Unnamed: 269,День недели.18,Группа.18,Unnamed: 272,Unnamed: 273,Unnamed: 274,ИКБО-16-22,ИППО.1,"09.03.04
РППиПИС.2",30.35,Unnamed: 279,ИКБО-20-22,ИППО.2,"09.03.04
РППиПИС.3",30.36,Unnamed: 284,День недели.19,Группа.19,Unnamed: 287,Unnamed: 288,Unnamed: 289,ИКБО-30-22,ИППО.3,"09.03.04
РППиПИС.4",30.37,Unnamed: 294,ИКБО-36-22,ИППО.4,"09.03.04
РППиПИС.5",30.38,Unnamed: 299,День недели.20,Группа.20,Unnamed: 302,Unnamed: 303,Unnamed: 304,ИКБО-38-22,ИППО.5,"09.03.04
РППиПИС.6",30.39,Unnamed: 309,ИКБО-10-22,ИППО.6,"09.03.04
ПиРСиДиВР",30.40,Unnamed: 314,День недели.21,Группа.21,Unnamed: 317,Unnamed: 318,Unnamed: 319,ИКБО-24-22,ИППО.7,"09.03.04
ПиРСиДиВР.1",30.41,Unnamed: 324,ИКБО-34-22,ИППО.8,"09.03.04
ПиРСиДиВР.2",30.42,Unnamed: 329,День недели.22,Группа.22,Unnamed: 332,Unnamed: 333,Unnamed: 334,ИКБО-03-22,ИППО.9,"09.03.04
РиДКИиМП",30.43,Unnamed: 339,ИКБО-13-22,ИППО.10,"09.03.04
РиДКИиМП.1",30.44,Unnamed: 344,День недели.23,Группа.23,Unnamed: 347,Unnamed: 348,Unnamed: 349,ИКБО-33-22,ИППО.11,"09.03.04
РиДКИиМП.2",30.45,Unnamed: 354,ИМБО-01-22,ПМ,"01.03.04
АД",30.46,Unnamed: 359,День недели.24,Группа.24,Unnamed: 362,Unnamed: 363,Unnamed: 364,ИМБО-02-22,ПМ.1,"01.03.04
АД.1",30.47,Unnamed: 369,ИНБО-05-22,ПМ.2,"09.03.03
УД",30.48,Unnamed: 374,День недели.25,Группа.25,Unnamed: 377,Unnamed: 378,Unnamed: 379,ИНБО-06-22,ПМ.3,"09.03.03
УД.1",30.49,Unnamed: 384,ИНБО-10-22,ПМ.4,"09.03.03
УД.2",30.50,Unnamed: 389,День недели.26,Группа.26,Unnamed: 392,Unnamed: 393,Unnamed: 394,ИНБО-11-22,ПМ.5,"09.03.03
УД.3",30.51,Unnamed: 399,ИНБО-01-22,ППИ.3,"09.03.03
ИО",30.52,Unnamed: 404,День недели.27,Группа.27,Unnamed: 407,Unnamed: 408,Unnamed: 409,ИНБО-02-22,239,"09.03.03
ИО.1",30.53,Unnamed: 414,ИНБО-03-22,ППИ.4,"09.03.03
ИО.2",30.54,Unnamed: 419,День недели.28,Группа.28,Unnamed: 422,Unnamed: 423,Unnamed: 424,ИНБО-04-22,ППИ.5,"09.03.03
ИО.3",30.55,Unnamed: 429,ИНБО-09-22,ППИ.6,"09.03.03
ИО.4",30.56,Unnamed: 434,День недели.29,Группа.29,Unnamed: 437,Unnamed: 438,Unnamed: 439,ИНБО-07-22,ППИ.7,"09.03.03
ЦТ",30.57,Unnamed: 444,ИНБО-08-22,ППИ.8,"09.03.03
ЦТ.1",30.58,Unnamed: 449,День недели.30,Группа.30,Unnamed: 452,Unnamed: 453,Unnamed: 454,ИНБО-12-22,ППИ.9,"09.03.03
ЦТ.2",30.59,Unnamed: 459,Unnamed: 460,Unnamed: 461,Unnamed: 462,Unnamed: 463,Unnamed: 464,День недели.31
,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,
ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,"

",ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,"

",,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,"

",ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,"

",ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,"

",ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,"

",ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,"

",ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК
ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,18 н. Физика,зач,Хирк М.С.,ауд. В-408 (В-78),,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,18 н. Иностранный язык,зач,Виноггадова М.А.,ауд. И-320 (В-78),"

",ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,18 н. Иностранный язык,зач,Давтян А.Г. ,ауд. И-316 (В-78),"

",,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,18 н. Введение в профессиональную деятельность,зач,МОСИТ,Г-301-в,,18 н. Иностранный язык,зач,Гаврилова Е.А. ,ауд. И-311 (В-78),"

",ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,"18 н. Иностранный язык
18 н. Иностранный язык","зач
зач","Кухтина Я.В.  
Чугаева К.М.","ауд. И-327 (В-78)
ауд. И-315 (В-78)","

",ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,"

",,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,18 н. Введение в профессиональную деятельность,зач,Плотников С.Б.,ивц-110,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,"

",18 н. Физика,зач,Хирк М.С.,ауд. В-409 (В-78),,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,"

",,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,18 н. Введение в профессиональную деятельность,зач,Бергер Е.Г.,И-212-б,,,,,,,ПОНЕДЕЛЬНИК
ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,"

",,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,"

",ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,"

",ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,"

",ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,"

",,,,,"

",ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,"

",ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК
ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,18 н. Физическая культура и спорт,зач,,физ. ФОК-5 (В-78),,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,"18 н. Иностранный язык
18 н. Иностранный язык","зач
зач","Ануфриев О.С. 
Костеева Д.А.","ауд. И-300 (В-78)
ауд. И-319 (В-78)","

",,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,18 н. Физическая культура и спорт,зач,,физ. ФОК-10 (В-78),,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,18 н. Введение в профессиональную деятельность,зач,МОСИТ,Г-301-в,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,18 н. Физика,зач,Филимонов В.В.,В-327,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,"

",,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,18 н. Физика,зач,Хирк М.С.,ауд. В-409 (В-78),,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,18 н. Введение в профессиональную деятельность,зач,Болбаков Р.Г.,Г-227-1,"

",,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,"

",,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,"18 н. Иностранный язык
18 н. Иностранный язык","зач
зач","Абайдуллина О.С. 
Филипская А.В.","ауд. И-333 (В-78)
ауд. И-312 (В-78)","

",ПОНЕДЕЛЬНИК,2,10-40,12-10,II,"18 н. Иностранный язык
18 н. Иностранный язык","зач
зач","Богуш Н.Б.   
Мишина Н.Г.","ауд. И-323 (В-78)
ауд. И-303 (В-78)","

",,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,18 н. Иностранный язык,зач,Кухтина Я.В. ,ауд. И-326 (В-78),"

",ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,18 н. Введение в профессиональную деятельность,зач,Бергер Е.Г.,И-212-б,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК
