месяц,число,ИАБО-01-20,время,№                      ауд,Ссылка,ИАБО-02-20,время,№                      ауд,Ссылка,ИВБО-05-20,время,№                      ауд,Ссылка,ИВБО-06-20,время,№                      ауд,Ссылка,месяц,число,ИВБО-07-20,время,№                      ауд,Ссылка,ИВБО-08-20,время,№                      ауд,Ссылка,ИВБО-13-20,время,№                      ауд,Ссылка,ИВБО-01-20,время,№                      ауд,Ссылка,месяц,число,ИВБО-02-20,время,№                      ауд,Ссылка,ИВБО-03-20,время,№                      ауд,Ссылка,ИВБО-04-20,время,№                      ауд,Ссылка,ИКБО-04-20,время,№                      ауд,Ссылка,месяц,число,ИКБО-05-20,время,№                      ауд,Ссылка,ИКБО-14-20,время,№                      ауд,Ссылка,ИКБО-15-20,время,№                      ауд,Ссылка,ИКБО-22-20,время,№                      ауд,Ссылка,месяц,число,ИКБО-06-20,время,№                      ауд,Ссылка,ИКБО-07-20,время,№                      ауд,Ссылка,ИКБО-11-20,время,№                      ауд,Ссылка,ИКБО-12-20,время,№                      ауд,Ссылка,месяц,число,ИКБО-25-20,время,№                      ауд,Ссылка,ИКБО-26-20,время,№                      ауд,Ссылка,ИКБО-27-20,время,№                      ауд,Ссылка,ИКБО-08-20,время,№                      ауд,Ссылка,месяц,число,ИКБО-09-20,время,№                      ауд,Ссылка,ИКБО-17-20,время,№                      ауд,Ссылка,ИКБО-18-20,время,№                      ауд,Ссылка,ИКБО-19-20,время,№                      ауд,Ссылка,месяц,число,ИКБО-21-20,время,№                      ауд,Ссылка,ИКБО-02-20,время,№                      ауд,Ссылка,ИКБО-01-20,время,№                      ауд,Ссылка,ИКБО-10-20,время,№                      ауд,Ссылка,месяц,число,ИКБО-16-20,время,№                      ауд,Ссылка,ИКБО-24-20,время,№                      ауд,Ссылка,ИКБО-30-20,время,№                      ауд,Ссылка,ИКБО-03-20,время,№                      ауд,Ссылка,месяц,число,ИКБО-13-20,время,№                      ауд,Ссылка,ИКБО-20-20,время,№                      ауд,Ссылка,ИМБО-01-20,время,№                      ауд,Ссылка,ИМБО-02-20,время,№                      ауд,Ссылка,месяц,число,ИНБО-05-20,время,№                      ауд,Ссылка,ИНБО-06-20,время,№                      ауд,Ссылка,ИНБО-08-20,время,№                      ауд,Ссылка,ИНБО-10-20,время,№                      ауд,Ссылка,месяц,число,ИНБО-01-20,время,№                      ауд,Ссылка,ИНБО-02-20,время,№                      ауд,Ссылка,ИНБО-03-20,время,№                      ауд,Ссылка,ИНБО-04-20,время,№                      ауд,Ссылка,месяц,число,ИНБО-09-20,время,№                      ауд,Ссылка,ИНБО-13-20,время,№                      ауд,Ссылка,ИНБО-07-20,время,№                      ауд,Ссылка,ИНБО-11-20,время,№                      ауд,Ссылка,месяц,число,ИНБО-15-20,время,№                      ауд,Ссылка,,время,№                      ауд,Ссылка,,время,№                      ауд,Ссылка,,время,№                      ауд,Ссылка
,,Киберфизические системы в производстве,,,,Киберфизические системы в производстве,,,,Вычислительные системы реального времени,,,,Вычислительные системы реального времени,,,,,,Вычислительные системы реального времени,,,,Вычислительные системы реального времени,,,,,,,,Моделирование бизнес-процессов,,,,,,Моделирование бизнес-процессов,,,,Моделирование бизнес-процессов,,,,Моделирование бизнес-процессов,,,,,,,,,,,,,,,,,,,,,,,,,,,,Разработка баз данных ,,,,Разработка баз данных ,,,,Разработка баз данных ,,,,Разработка баз данных ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Конфигурирование систем управления ресурсами предприятий,,,,Конфигурирование систем управления ресурсами предприятий,,,,Разработка баз данных ,,,,,,Разработка баз данных ,,,,Разработка баз данных ,,,,Разработка баз данных ,,,,,,,,,,,,,,Моделирование бизнес-процессов,,,,Моделирование бизнес-процессов,,,,,,,,,,,,,,,,,,,,,,,,,,,,Прикладные задачи математической статистики,,,,Прикладные задачи математической статистики,,,,Прикладные задачи математической статистики,,,,Прикладные задачи математической статистики,,,,,,Моделирование бизнес-процессов,,,,Моделирование бизнес-процессов,,,,Моделирование бизнес-процессов,,,,Моделирование бизнес-процессов,,,,,,"Основы сетевых технологий/
Технологические основы интернета вещей",,,,Технологические основы интернета вещей,,,,Разработка баз данных ,,,,Разработка баз данных ,,,,,,Технологические основы интернета вещей,,,,,,,,,,,,,,,
,,Кушнир А.П.,,,,Кушнир А.П.,,,,Зорина Н.В.,,,,Зорина Н.В.,,,,,,Зорина Н.В.,,,,Зорина Н.В.,,,,,,,,Ивахник Д.Е.,,,,,,Ивахник Д.Е.,,,,Ивахник Д.Е.,,,,Ивахник Д.Е.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Башлыкова А.А.,,,,Башлыкова А.А.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ивахник Д.Е.,,,,Ивахник Д.Е.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Буданцев А.В.,,,,Буданцев А.В.,,,,Буданцев А.В.,,,,Буданцев А.В.,,,,,,Кириллина Ю.В.,,,,Кириллина Ю.В.,,,,Кириллина Ю.В.,,,,Кириллина Ю.В.,,,,,,"Заботкина Е.М.
Миронов А.Н.",,,,Миронов А.Н.,,,,,,,,,,,,,,Жматов Д.В.,,,,,,,,,,,,,,,
,"13
пт",,,,,,,,,,,,,,,,,,"13
пт",Экзамен,11-00,В-108-1а,,Экзамен,14-00,В-108-1а,,Консультация,9-00,А-18,,Экзамен,9-00,Г-310,,,"13
пт",Экзамен,12-00,Г-310,,,,,,,,,,Консультация,13-00,А-4,,,"13
пт",Консультация,13-00,А-4,,Консультация,13-00,А-4,,Консультация,13-00,А-4,,Консультация,13-00,А-4,,,"13
пт",,,,,,,,,,,,,,,,,,"13
пт",Экзамен,16-20,Г-301-б,,,,,,,,,,,,,,,"13
пт",,,,,,,,,,,,,Консультация,13-00,А-178,,,"13
пт",Консультация,13-00,А-178,,,,,,,,,,,,,,,"13
пт",,,,,,,,,,,,,,,,,,"13
пт",,,,,,,,,Консультация,9-00,А-181,,Консультация,9-00,А-181,,,"13
пт",Экзамен,9-00,А-107-1,,Экзамен,12-00,А-107-1,,,,,,,,,,,"13
пт",Экзамен,9-00,А-180,,Экзамен,12-00,А-180,,,,,,,,,,,"13
пт",,,,,,,,,Зачёт,9-00,Б-210,,Зачёт,13-00,Б-210,,,"13
пт",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Вычислительные системы реального времени,,,,Вычислительные системы реального времени,,,,Разработка и программирование микропроцессорных систем,,,,Моделирование бизнес-процессов,,,,,,Моделирование бизнес-процессов,,,,,,,,,,,,Моделирование бизнес-процессов,,,,,,Моделирование бизнес-процессов,,,,Моделирование бизнес-процессов,,,,Моделирование бизнес-процессов,,,,Моделирование бизнес-процессов,,,,,,,,,,,,,,,,,,,,,,,,Встраиваемые системы управления базами данными для мобильных приложений,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Конфигурирование систем управления ресурсами предприятий,,,,,,Конфигурирование систем управления ресурсами предприятий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Технологии и инструментарий машинного обучения,,,,Технологии и инструментарий машинного обучения,,,,,,Прикладные задачи математической статистики,,,,Прикладные задачи математической статистики,,,,,,,,,,,,,,Моделирование бизнес-процессов,,,,Моделирование бизнес-процессов,,,,,,,,,,,,,,,,,,,,,,Основы сетевых технологий,,,,Основы сетевых технологий,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Зорина Н.В.,,,,Зорина Н.В.,,,,Бражникова Е.В.,,,,Ивахник Д.Е.,,,,,,Ивахник Д.Е.,,,,,,,,,,,,Геращенко Л.А.,,,,,,Геращенко Л.А.,,,,Геращенко Л.А.,,,,Геращенко Л.А.,,,,Геращенко Л.А.,,,,,,,,,,,,,,,,,,,,,,,,Петросян Л.Э.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Башлыкова А.А.,,,,,,Башлыкова А.А.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Митина О.А.,,,,Митина О.А.,,,,,,Буданцев А.В.,,,,Буданцев А.В.,,,,,,,,,,,,,,Кириллина Ю.В.,,,,Кириллина Ю.В.,,,,,,,,,,,,,,,,,,,,,,Заботкина Е.М.,,,,Заботкина Е.М.,,,,,,,,,,,,,,,,,,,,,
,"14
сб",Экзамен,11-00,Г-307,,Экзамен,14-00,Г-307,,Экзамен,11-00,В-108-1а,,Экзамен,14-00,В-108-1а,,,"14
сб",,,,,,,,,Экзамен,14-00,Г-112,,,,,,,"14
сб",,,,,Экзамен,11-00,Г-310,,Экзамен,14-00,Г-310,,,,,,,"14
сб",,,,,,,,,,,,,,,,,,"14
сб",Консультация,9-00,А-8,,Консультация,9-00,А-8,,Консультация,9-00,А-8,,Консультация,9-00,А-8,,,"14
сб",,,,,Экзамен,13-00,Г-301-б,,Экзамен,15-00,Г-301-б,,,,,,,"14
сб",,,,,,,,,,,,,,,,,,"14
сб",,,,,,,,,,,,,,,,,,"14
сб",,,,,,,,,,,,,,,,,,"14
сб",,,,,,,,,Экзамен,9-00,Г-427,,Экзамен,12-00,Г-427,,,"14
сб",,,,,,,,,Экзамен,9-00,А-107-1,,Экзамен,12-00,А-107-1,,,"14
сб",,,,,,,,,Экзамен,9-00,А-180,,Экзамен,12-00,А-180,,,"14
сб",,,,,,,,,,,,,,,,,,"14
сб",,,,,,,,,,,,,,,,
,,Киберфизические системы в производстве,,,,Киберфизические системы в производстве,,,,Вычислительные системы реального времени,,,,Вычислительные системы реального времени,,,,,,,,,,,,,,Разработка и программирование микропроцессорных систем,,,,,,,,,,,,,,Моделирование бизнес-процессов,,,,Моделирование бизнес-процессов,,,,,,,,,,,,,,,,,,,,,,,,,,,,Моделирование бизнес-процессов,,,,Моделирование бизнес-процессов,,,,Моделирование бизнес-процессов,,,,Моделирование бизнес-процессов,,,,,,,,,,Встраиваемые системы управления базами данными для мобильных приложений,,,,Встраиваемые системы управления базами данными для мобильных приложений,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Технологии и инструментарий машинного обучения,,,,Технологии и инструментарий машинного обучения,,,,,,,,,,,,,,Прикладные задачи математической статистики,,,,Прикладные задачи математической статистики,,,,,,,,,,,,,,Моделирование бизнес-процессов,,,,Моделирование бизнес-процессов,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Кушнир А.П.,,,,Кушнир А.П.,,,,Зорина Н.В.,,,,Зорина Н.В.,,,,,,,,,,,,,,Бражникова Е.В.,,,,,,,,,,,,,,Ивахник Д.Е.,,,,Ивахник Д.Е.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ивахник Д.Е.,,,,Ивахник Д.Е.,,,,Ивахник Д.Е.,,,,Ивахник Д.Е.,,,,,,,,,,Петросян Л.Э.,,,,Петросян Л.Э.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Митина О.А.,,,,Митина О.А.,,,,,,,,,,,,,,Буданцев А.В.,,,,Буданцев А.В.,,,,,,,,,,,,,,Кириллина Ю.В.,,,,Кириллина Ю.В.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,
,"16
пн",,,,,,,,,,,,,,,,,,"16
пн",,,,,,,,,,,,,Консультация,11-00,А-4,,,"16
пн",Консультация,11-00,А-4,,Консультация,11-00,А-4,,Консультация,11-00,А-4,,Экзамен,9-00,А-316,,,"16
пн",Экзамен,12-00,А-316,,,,,,,,,,,,,,,"16
пн",Экзамен,9-00,Г-310,,Экзамен,12-00,Г-310,,,,,,,,,,,"16
пн",,,,,,,,,,,,,Консультация,15-00,А-12,,,"16
пн",Консультация,15-00,А-12,,Консультация,15-00,А-12,,Консультация,15-00,А-12,,Экзамен,9-00,Г-312,,,"16
пн",Экзамен,12-00,Г-312,,,,,,Консультация,9-00,А-15,,Консультация,9-00,А-15,,,"16
пн",Консультация,9-00,А-15,,Консультация,9-00,А-15,,Консультация,9-00,А-15,,Консультация,13-00,А-12,,,"16
пн",Консультация,13-00,А-12,,Консультация,13-00,А-12,,,,,,,,,,,"16
пн",Консультация,11-00,А-8,,Консультация,11-00,А-8,,Консультация,11-00,А-8,,Консультация,11-00,А-8,,,"16
пн",,,,,,,,,,,,,,,,,,"16
пн",Консультация,13-00,А-12,,Консультация,13-00,А-12,,,,,,,,,,,"16
пн",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Схемотехника устройств компьютерных систем,,,,,,Схемотехника устройств компьютерных систем,,,,Схемотехника устройств компьютерных систем,,,,Схемотехника устройств компьютерных систем,,,,Моделирование бизнес-процессов,,,,,,Моделирование бизнес-процессов,,,,,,,,,,,,,,,,,,Моделирование бизнес-процессов,,,,Моделирование бизнес-процессов,,,,,,,,,,,,,,,,,,,,,,,,,,Разработка баз данных ,,,,,,Разработка баз данных ,,,,Разработка баз данных ,,,,Разработка баз данных ,,,,Конфигурирование систем управления ресурсами предприятий,,,,,,Конфигурирование систем управления ресурсами предприятий,,,,,,,,Интерфейсы прикладного программирования,,,,Интерфейсы прикладного программирования,,,,,,Интерфейсы прикладного программирования,,,,Интерфейсы прикладного программирования,,,,Интерфейсы прикладного программирования,,,,Разработка баз данных ,,,,,,Разработка баз данных ,,,,Разработка баз данных ,,,,,,,,,,,,,,Моделирование бизнес-процессов,,,,Моделирование бизнес-процессов,,,,Моделирование бизнес-процессов,,,,Моделирование бизнес-процессов,,,,,,,,,,,,,,,,,,,,,,,,Разработка баз данных ,,,,Разработка баз данных ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Тарасов И.Е.,,,,,,Тарасов И.Е.,,,,Тарасов И.Е.,,,,Тарасов И.Е.,,,,Геращенко Л.А.,,,,,,Геращенко Л.А.,,,,,,,,,,,,,,,,,,Ивахник Д.Е.,,,,Ивахник Д.Е.,,,,,,,,,,,,,,,,,,,,,,,,,,Богомольная Г.В.,,,,,,Богомольная Г.В.,,,,Богомольная Г.В.,,,,Богомольная Г.В.,,,,Башлыкова А.А.,,,,,,Башлыкова А.А.,,,,,,,,Алпатов А.Н.,,,,Алпатов А.Н.,,,,,,Алпатов А.Н.,,,,Алпатов А.Н.,,,,Алпатов А.Н.,,,,Богомольная Г.В.,,,,,,Богомольная Г.В.,,,,Богомольная Г.В.,,,,,,,,,,,,,,Кириллина Ю.В.,,,,Кириллина Ю.В.,,,,Кириллина Ю.В.,,,,Кириллина Ю.В.,,,,,,,,,,,,,,,,,,,,,,,,Богомольная Г.В.,,,,Богомольная Г.В.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"17
вт",Консультация,11-00,А-177-1,,Консультация,11-00,А-177-1,,Консультация,15-00,Б-115,,Консультация,15-00,Б-115,,,"17
вт",Консультация,15-00,Б-115,,Консультация,15-00,Б-115,,Консультация,11-00,Б-115,,Экзамен,11-00,Г-110-а,,,"17
вт",Экзамен,14-00,Г-110-а,,,,,,,,,,,,,,,"17
вт",,,,,Экзамен,9-00,А-316,,Экзамен,12-00,А-316,,,,,,,"17
вт",,,,,,,,,Экзамен,11-00,Г-310,,Экзамен,14-00,Г-310,,,"17
вт",Консультация,9-00,А-8,,Консультация,9-00,А-8,,Консультация,9-00,А-8,,,,,,,"17
вт",,,,,,,,,,,,,Консультация,13-00,А-178,,,"17
вт",Консультация,13-00,А-178,,Консультация,,База,,,,,,Экзамен,9-00,Г-227-1,,,"17
вт",Экзамен,12-00,Г-227-1,,,,,,,,,,,,,,,"17
вт",,,,,,,,,,,,,,,,,,"17
вт",Экзамен,9-00,А-180,,Экзамен,12-00,А-180,,,,,,,,,,,"17
вт",Зачёт,9-00,ИВЦ-108,,,,,,Зачёт,12-00,ИВЦ-108,,,,,,,"17
вт",,,,,,,,,,,,,Консультация,9-00,А-8,,,"17
вт",,,,,,,,,,,,,,,,
,,Основы конструкции технологического оборудования,,,,Основы конструкции технологического оборудования,,,,Киберфизические системы в производстве,,,,Киберфизические системы в производстве,,,,,,Киберфизические системы в производстве,,,,Киберфизические системы в производстве,,,,Надежность программно-аппаратных средств компьютерных систем,,,,Схемотехника устройств компьютерных систем,,,,,,Схемотехника устройств компьютерных систем,,,,,,,,,,,,,,,,,,,,,,Моделирование бизнес-процессов,,,,Моделирование бизнес-процессов,,,,,,,,,,,,,,,,,,Моделирование бизнес-процессов,,,,Моделирование бизнес-процессов,,,,,,Моделирование бизнес-процессов,,,,Моделирование бизнес-процессов,,,,Моделирование бизнес-процессов,,,,,,,,,,,,,,,,,,,,,,Системы управления взаимоотношениями с клиентами,,,,,,Системы управления взаимоотношениями с клиентами,,,,Основы интеллектуального анализа данных,,,,,,,,Интерфейсы прикладного программирования,,,,,,Интерфейсы прикладного программирования,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Моделирование бизнес-процессов,,,,Моделирование бизнес-процессов,,,,,,,,,,,,,,Технологические основы интернета вещей,,,,,,,,Технологические основы интернета вещей,,,,,,,,,,,,,,,,,,,,,,Моделирование бизнес-процессов,,,,,,,,,,,,,,,,,,,,,
,,Хейло С.В.,,,,Хейло С.В.,,,,Кушнир А.П.,,,,Кушнир А.П.,,,,,,Кушнир А.П.,,,,Кушнир А.П.,,,,Пономарев А.Н.,,,,Тарасов И.Е.,,,,,,Тарасов И.Е.,,,,,,,,,,,,,,,,,,,,,,Геращенко Л.А.,,,,Геращенко Л.А.,,,,,,,,,,,,,,,,,,Ивахник Д.Е.,,,,Ивахник Д.Е.,,,,,,Ивахник Д.Е.,,,,Ивахник Д.Е.,,,,Ивахник Д.Е.,,,,,,,,,,,,,,,,,,,,,,Чеповский А.М.,,,,,,Чеповский А.М.,,,,Супрун А.П.,,,,,,,,Алпатов А.Н.,,,,,,Алпатов А.Н.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Кириллина Ю.В.,,,,Кириллина Ю.В.,,,,,,,,,,,,,,Миронов А.Н.,,,,,,,,Миронов А.Н.,,,,,,,,,,,,,,,,,,,,,,Ивахник Д.Е.,,,,,,,,,,,,,,,,,,,,,
,"18
ср",,,,,,,,,,,,,,,,,,"18
ср",,,,,,,,,,,,,,,,,,"18
ср",,,,,Экзамен,9-00,Г-110-б,,Экзамен,12-00,Г-110-б,,,,,,,"18
ср",Консультация,11-00,База,,,,,,,,,,Экзамен,9-00,А-316,,,"18
ср",Консультация,18-00,А-4,,Консультация,18-00,А-4,,Консультация,18-00,А-4,,Консультация,18-00,А-4,,,"18
ср",Экзамен,9-00,Г-310,,Экзамен,12-00,Г-310,,,,,,Экзамен,9-00,И-212-г,,,"18
ср",Экзамен,10-40,И-212-г,,Экзамен,12-40,И-212-г,,Экзамен,14-20,И-212-г,,,,,,,"18
ср",,,,,Экзамен,,База,,,,,,,,,,,"18
ср",,,,,Экзамен,9-00,Г-227-1,,Экзамен,12-00,Г-227-1,,Экзамен,9-00,И-212-в,,,"18
ср",Экзамен,10-40,И-212-в,,Экзамен,12-40,И-212-в,,,,,,,,,,,"18
ср",,,,,,,,,Экзамен,9-00,А-180,,Экзамен,12-00,А-180,,,"18
ср",,,,,,,,,,,,,,,,,,"18
ср",Экзамен,14-20,И-212-в,,Экзамен,16-20,И-212-в,,,,,,,,,,,"18
ср",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Схемотехника устройств компьютерных систем,,,,Схемотехника устройств компьютерных систем,,,,,,,,,,Системный анализ данных в информационно-аналитических системах,,,,,,,,,,,,Моделирование бизнес-процессов,,,,,,Встраиваемые системы управления базами данными для мобильных приложений,,,,Встраиваемые системы управления базами данными для мобильных приложений,,,,Встраиваемые системы управления базами данными для мобильных приложений,,,,Встраиваемые системы управления базами данными для мобильных приложений,,,,,,Моделирование бизнес-процессов,,,,Моделирование бизнес-процессов,,,,,,,,Разработка баз данных ,,,,,,Разработка баз данных ,,,,Разработка баз данных ,,,,Разработка баз данных ,,,,,,,,,,,,,,Основы интеллектуального анализа данных,,,,,,,,,,,,,,,,,,Интерфейсы прикладного программирования,,,,Интерфейсы прикладного программирования,,,,Разработка баз данных ,,,,,,Разработка баз данных ,,,,Разработка баз данных ,,,,,,,,,,,,,,,,,,,,,,Моделирование бизнес-процессов,,,,Моделирование бизнес-процессов,,,,,,,,,,,,,,,,,,,,,,,,Разработка баз данных ,,,,Разработка баз данных ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Тарасов И.Е.,,,,Тарасов И.Е.,,,,,,,,,,Дрягина А.Д.,,,,,,,,,,,,Геращенко Л.А.,,,,,,Петросян Л.Э.,,,,Петросян Л.Э.,,,,Петросян Л.Э.,,,,Петросян Л.Э.,,,,,,Ивахник Д.Е.,,,,Ивахник Д.Е.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Супрун А.П.,,,,,,,,,,,,,,,,,,Алпатов А.Н.,,,,Алпатов А.Н.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Кириллина Ю.В.,,,,Кириллина Ю.В.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19
чт",Экзамен,11-00,Г-307,,Экзамен,14-00,Г-307,,Экзамен,9-00,В-108-1б,,Экзамен,12-00,В-108-1б,,,"19
чт",,,,,,,,,Экзамен,14-00,Г-110-а,,,,,,,"19
чт",,,,,,,,,,,,,Консультация,9-00,А-4,,,"19
чт",Экзамен,11-00,База,,Консультация,9-00,А-4,,Консультация,9-00,А-4,,Консультация,9-00,А-4,,,"19
чт",,,,,,,,,,,,,,,,,,"19
чт",,,,,,,,,Экзамен,11-00,Г-310,,Консультация,9-00,А-8,,,"19
чт",Консультация,9-00,А-8,,Консультация,9-00,А-8,,Консультация,9-00,А-8,,Экзамен,9-00,Г-312,,,"19
чт",Экзамен,12-00,Г-312,,,,,,Экзамен,9-00,Г-227-1,,,,,,,"19
чт",,,,,,,,,,,,,,,,,,"19
чт",,,,,,,,,Консультация,9-00,А-5,,Консультация,9-00,А-5,,,"19
чт",,,,,,,,,,,,,,,,,,"19
чт",Консультация,11-00,А-5,,Консультация,11-00,А-5,,Консультация,11-00,А-5,,Консультация,11-00,А-5,,,"19
чт",Консультация,9-00,А-5,,Консультация,9-00,А-5,,,,,,Экзамен,14-00,Г-310,,,"19
чт",,,,,,,,,,,,,,,,
,,Основы конструкции технологического оборудования,,,,Основы конструкции технологического оборудования,,,,Киберфизические системы в производстве,,,,Киберфизические системы в производстве,,,,,,,,,,,,,,Надежность программно-аппаратных средств компьютерных систем,,,,,,,,,,,,,,,,,,,,,,Проектирование систем поддержки принятия решений,,,,,,Системный анализ данных в информационно-аналитических системах,,,,Проектирование систем поддержки принятия решений,,,,Проектирование систем поддержки принятия решений,,,,Проектирование систем поддержки принятия решений,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Моделирование бизнес-процессов,,,,Моделирование бизнес-процессов,,,,,,Моделирование бизнес-процессов,,,,Моделирование бизнес-процессов,,,,Моделирование бизнес-процессов,,,,Системы управления взаимоотношениями с клиентами,,,,,,Системы управления взаимоотношениями с клиентами,,,,,,,,Интерфейсы прикладного программирования,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Моделирование бизнес-процессов,,,,Моделирование бизнес-процессов,,,,,,,,,,,,,,,,,,,,,,,,Управление информационно-технологическими сервисами и контентом ,,,,Управление информационно-технологическими сервисами и контентом ,,,,Управление информационно-технологическими сервисами и контентом ,,,,Управление информационно-технологическими сервисами и контентом ,,,,,,Моделирование бизнес-процессов,,,,Моделирование бизнес-процессов,,,,,,,,Моделирование бизнес-процессов,,,,,,,,,,,,,,,,,,,,,
,,Хейло С.В.,,,,Хейло С.В.,,,,Кушнир А.П.,,,,Кушнир А.П.,,,,,,,,,,,,,,Пономарев А.Н.,,,,,,,,,,,,,,,,,,,,,,Сорокин А.Б.,,,,,,Дрягина А.Д.,,,,Сорокин А.Б.,,,,Сорокин А.Б.,,,,Сорокин А.Б.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ивахник Д.Е.,,,,Ивахник Д.Е.,,,,,,Ивахник Д.Е.,,,,Ивахник Д.Е.,,,,Ивахник Д.Е.,,,,Чеповский А.М.,,,,,,Чеповский А.М.,,,,,,,,Алпатов А.Н.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Кириллина Ю.В.,,,,Кириллина Ю.В.,,,,,,,,,,,,,,,,,,,,,,,,Павлович Т.В.,,,,Павлович Т.В.,,,,Павлович Т.В.,,,,Павлович Т.В.,,,,,,Кириллина Ю.В.,,,,Кириллина Ю.В.,,,,,,,,Ивахник Д.Е.,,,,,,,,,,,,,,,,,,,,,
,"20
пт",,,,,,,,,,,,,,,,,,"20
пт",Экзамен,9-00,В-108-1б,,Экзамен,12-00,В-108-1б,,Консультация,11-00,Б-115,,Консультация,9-00,А-12,,,"20
пт",Консультация,9-00,А-12,,Консультация,9-00,А-12,,Консультация,9-00,А-12,,Экзамен,9-00,Г-109-б,,,"20
пт",,,,,Экзамен,12-00,Г-109-б,,,,,,,,,,,"20
пт",Экзамен,11-00,Г-301-б,,Экзамен,14-00,Г-301-б,,,,,,,,,,,"20
пт",,,,,,,,,,,,,Экзамен,9-00,Г-310,,,"20
пт",Экзамен,12-00,Г-310,,,,,,,,,,,,,,,"20
пт",,,,,,,,,,,,,Консультация,11-00,А-12,,,"20
пт",Консультация,11-00,А-12,,Консультация,11-00,А-12,,Консультация,11-00,А-12,,Консультация,9-00,А-4,,,"20
пт",Консультация,9-00,А-4,,Консультация,9-00,А-4,,Экзамен,9-00,А-180,,Экзамен,12-00,А-180,,,"20
пт",,,,,,,,,,,,,,,,,,"20
пт",Экзамен,13-00,Г-304,,Экзамен,15-00,Г-304,,,,,,,,,,,"20
пт",,,,,,,,,Консультация,9-00,А-2,,Консультация,9-00,А-2,,,"20
пт",Консультация,9-00,А-2,,,,,,,,,,,,,
